Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
1203,Jonathas\Jonathas,br BRA,FW,Hannover 96,de Bundesliga,28,1989,12,7,634,3,3,1,1,2,0,0.43,0.43,0.85,0.28,0.71,2.6,1.9,1.8,0.37,0.26,0.63,0.26,0.52,Matches
1204,Phil Jones\Phil-Jones,eng ENG,DF,Manchester Utd,eng Premier League,25,1992,23,23,1973,0,0,0,0,2,0,0,0,0,0,0,0.5,0.5,0,0.02,0,0.02,0.02,0.02,Matches
1205,Nigel de Jong\Nigel-de-Jong,nl NED,MF,Mainz 05,de Bundesliga,32,1984,11,10,737,0,0,0,0,2,0,0,0,0,0,0,0,0,0.2,0,0.03,0.03,0,0.03,Matches
1206,Jony\Jony,es ESP,MFFW,Málaga,es La Liga,26,1991,5,1,220,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.3,0.07,0.13,0.2,0.07,0.2,Matches
1207,Joan Jordán\Joan-Jordan,es ESP,MF,Eibar,es La Liga,23,1994,35,25,2435,6,3,1,2,2,2,0.22,0.11,0.33,0.18,0.3,4.3,2.8,2.9,0.16,0.11,0.27,0.1,0.21,Matches
1208,Jorge\Jorge,br BRA,DF,Monaco,fr Ligue 1,21,1996,22,22,1919,1,2,0,0,8,0,0.05,0.09,0.14,0.05,0.14,0.3,0.3,2,0.01,0.09,0.11,0.01,0.11,Matches
1209,Jorginho\Jorginho,it ITA,MF,Napoli,it Serie A,25,1991,33,33,2650,2,3,1,2,5,0,0.07,0.1,0.17,0.03,0.14,2.2,0.5,3.6,0.07,0.12,0.2,0.02,0.14,Matches
1210,Willian José\Willian-Jose,br BRA,FW,Real Sociedad,es La Liga,25,1991,34,32,2763,15,4,3,4,4,0,0.49,0.13,0.62,0.39,0.52,11.3,8.2,4.6,0.37,0.15,0.51,0.27,0.42,Matches
1211,Joselu\Joselu,es ESP,FW,Newcastle Utd,eng Premier League,27,1990,30,19,1712,4,1,0,1,2,0,0.21,0.05,0.26,0.21,0.26,6.5,5.7,0.5,0.34,0.02,0.37,0.3,0.33,Matches
1212,Yann Jouffre\Yann-Jouffre,fr FRA,MFFW,Metz,fr Ligue 1,33,1984,4,3,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.01,0.23,0.24,0.01,0.24,Matches
1213,Vukašin Jovanovi?\Vukasin-Jovanovic,rs SRB,DF,Bordeaux,fr Ligue 1,21,1996,16,16,1440,0,0,0,0,5,0,0,0,0,0,0,0.2,0.2,0.3,0.01,0.02,0.03,0.01,0.03,Matches
1214,Stevan Joveti?\Stevan-Jovetic,me MNE,FW,Monaco,fr Ligue 1,27,1989,15,7,753,8,0,0,0,1,0,0.96,0,0.96,0.96,0.96,6.4,6.4,0.7,0.76,0.08,0.84,0.76,0.84,Matches
1215,Luka Jovi?\Luka-Jovic,rs SRB,FW,Eint Frankfurt,de Bundesliga,19,1997,22,9,936,8,1,0,0,2,0,0.77,0.1,0.87,0.77,0.87,7.6,7.6,1.5,0.74,0.15,0.88,0.74,0.88,Matches
1216,Jozabed\Jozabed,es ESP,MF,Celta Vigo,es La Liga,26,1991,24,18,1465,0,4,0,0,7,0,0,0.25,0.25,0,0.25,2,2,1.9,0.12,0.12,0.24,0.12,0.24,Matches
1217,Juanfran\Juanfran,es ESP,DF,La Coruña,es La Liga,28,1988,35,34,3055,0,1,0,0,3,0,0,0.03,0.03,0,0.03,1.2,1.2,3.5,0.04,0.1,0.14,0.04,0.14,Matches
1218,Juanfran\Juanfran,es ESP,DF,Atlético Madrid,es La Liga,32,1985,17,15,1306,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.8,0,0.05,0.06,0,0.06,Matches
1219,Juankar\Juankar,es ESP,DF,Málaga,es La Liga,27,1990,10,9,784,0,0,0,0,2,0,0,0,0,0,0,0,0,0.7,0.01,0.08,0.09,0.01,0.09,Matches
1220,Juanmi\Juanmi,es ESP,FWMF,Real Sociedad,es La Liga,24,1993,30,18,1489,8,2,0,0,3,0,0.48,0.12,0.6,0.48,0.6,5.5,5.5,1.7,0.33,0.11,0.44,0.33,0.44,Matches
1221,Juanpe\Juanpe,es ESP,DF,Girona,es La Liga,26,1991,35,34,3066,5,1,0,0,7,0,0.15,0.03,0.18,0.15,0.18,1.7,1.7,1.4,0.05,0.04,0.09,0.05,0.09,Matches
1222,Juanpi\Juanpi,ve VEN,MFFW,Málaga,es La Liga,23,1994,16,5,615,0,2,0,0,1,0,0,0.29,0.29,0,0.29,0.9,0.9,0.8,0.14,0.12,0.26,0.14,0.26,Matches
1223,Mariano Julio Izco\Mariano-Julio-Izco,ar ARG,MF,Crotone,it Serie A,34,1983,5,2,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1224,Christopher Jullien\Christopher-Jullien,fr FRA,DF,Toulouse,fr Ligue 1,24,1993,30,30,2605,1,1,0,0,7,0,0.03,0.03,0.07,0.03,0.07,3,3,0.6,0.1,0.02,0.12,0.1,0.12,Matches
1225,David Juncà\David-Junca,es ESP,DF,Eibar,es La Liga,23,1993,15,10,900,0,3,0,0,3,0,0,0.3,0.3,0,0.3,0,0,1.4,0,0.14,0.15,0,0.15,Matches
1226,Gideon Jung\Gideon-Jung,de GER,MFDF,Hamburger SV,de Bundesliga,22,1994,30,29,2570,1,1,0,0,7,1,0.04,0.04,0.07,0.04,0.07,0.5,0.5,0.9,0.02,0.03,0.05,0.02,0.05,Matches
1227,Sebastian Jung\Sebastian-Jung,de GER,DF,Wolfsburg,de Bundesliga,27,1990,2,1,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1228,Zlatko Junuzovi?\Zlatko-Junuzovic,at AUT,MFFW,Werder Bremen,de Bundesliga,29,1987,24,17,1633,2,4,0,0,2,0,0.11,0.22,0.33,0.11,0.33,4.1,4.1,3.8,0.22,0.21,0.43,0.22,0.43,Matches
1229,Mathias Jørgensen\Mathias-Jorgensen,dk DEN,DF,Huddersfield,eng Premier League,27,1990,38,38,3420,0,2,0,0,6,0,0,0.05,0.05,0,0.05,2.2,2.2,0.6,0.06,0.01,0.07,0.06,0.07,Matches
1230,Christian Kabasele\Christian-Kabasele,be BEL,DF,Watford,eng Premier League,26,1991,28,27,2330,2,0,0,0,5,0,0.08,0,0.08,0.08,0.08,0.5,0.5,0,0.02,0,0.02,0.02,0.02,Matches
1231,Younès Kaboul\Younes-Kaboul,fr FRA,DF,Watford,eng Premier League,31,1986,2,2,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1232,Alexander Ka?anikli?\Alexander-Kacaniklic,se SWE,MFFW,Nantes,fr Ligue 1,25,1991,9,3,316,0,1,0,0,0,0,0,0.28,0.28,0,0.28,0.3,0.3,0,0.08,0.01,0.08,0.08,0.08,Matches
1233,Gojko Ka?ar\Gojko-Kacar,rs SRB,DF,Augsburg,de Bundesliga,30,1987,6,3,228,1,0,0,0,1,0,0.39,0,0.39,0.39,0.39,0.4,0.4,0,0.16,0,0.16,0.16,0.16,Matches
1234,Elias Kachunga\Elias-Kachunga,cd COD,FWMF,Huddersfield,eng Premier League,25,1992,19,17,1329,1,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,1.8,1.8,0.7,0.12,0.04,0.17,0.12,0.17,Matches
1235,Pavel Kade?ábek\Pavel-Kaderabek,cz CZE,DFMF,Hoffenheim,de Bundesliga,25,1992,28,24,2199,2,3,0,0,5,0,0.08,0.12,0.2,0.08,0.2,1.6,1.6,3.7,0.06,0.15,0.22,0.06,0.22,Matches
1236,Shinji Kagawa\Shinji-Kagawa,jp JPN,MF,Dortmund,de Bundesliga,28,1989,19,12,1166,5,2,0,0,0,0,0.39,0.15,0.54,0.39,0.54,4.3,4.3,2.1,0.33,0.16,0.49,0.33,0.49,Matches
1237,Sullay Kaikai\Sullay-Kaikai,eng ENG,MF,Crystal Palace,eng Premier League,21,1995,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1238,Florian Kainz\Florian-Kainz,at AUT,MFFW,Werder Bremen,de Bundesliga,24,1992,30,19,1712,3,3,0,0,5,0,0.16,0.16,0.32,0.16,0.32,3.2,3.2,3.4,0.17,0.18,0.35,0.17,0.35,Matches
1239,Dominik Kaiser\Dominik-Kaiser,de GER,MFDF,RB Leipzig,de Bundesliga,28,1988,10,3,277,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.07,0.1,0.17,0.07,0.17,Matches
1240,Gaël Kakuta\Gael-Kakuta,cd COD,MFFW,Amiens,fr Ligue 1,26,1991,36,36,3084,6,4,0,1,3,0,0.18,0.12,0.29,0.18,0.29,4.7,4,7.1,0.14,0.21,0.34,0.12,0.32,Matches
1241,Nikola Kalini?\Nikola-Kalinic,hr CRO,FW,Milan,it Serie A,29,1988,31,20,1812,6,3,0,0,3,0,0.3,0.15,0.45,0.3,0.45,9.1,9.1,2,0.45,0.1,0.55,0.45,0.55,Matches
1242,Salomon Kalou\Salomon-Kalou,ci CIV,FWMF,Hertha BSC,de Bundesliga,31,1985,31,27,2207,12,3,1,2,0,0,0.49,0.12,0.61,0.45,0.57,10.1,8.6,2.5,0.41,0.1,0.51,0.35,0.45,Matches
1243,Daichi Kamada\Daichi-Kamada,jp JPN,FWMF,Eint Frankfurt,de Bundesliga,20,1996,3,2,144,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.05,0.04,0.09,0.05,0.09,Matches
1244,François Kamano\Francois-Kamano,gn GUI,FWMF,Bordeaux,fr Ligue 1,21,1996,35,23,2015,8,4,1,1,4,0,0.36,0.18,0.54,0.31,0.49,8.4,7.4,4.9,0.37,0.22,0.59,0.33,0.55,Matches
1245,Bingourou Kamara\Bingourou-Kamara,sn SEN,GK,Strasbourg,fr Ligue 1,20,1996,19,19,1691,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1246,Boubacar Kamara\Boubacar-Kamara,fr FRA,DFMF,Marseille,fr Ligue 1,17,1999,6,5,455,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.03,0.02,0.05,0.03,0.05,Matches
1247,Marcin Kami?ski\Marcin-Kaminski,pl POL,DF,Stuttgart,de Bundesliga,25,1992,23,12,1138,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.6,0.04,0.05,0.09,0.04,0.09,Matches
1248,Kevin Kampl\Kevin-Kampl,si SVN,MF,RB Leipzig,de Bundesliga,26,1990,26,22,2019,1,3,0,0,3,0,0.04,0.13,0.18,0.04,0.18,1.6,1.6,3.9,0.07,0.18,0.25,0.07,0.25,Matches
1249,Kevin Kampl\Kevin-Kampl,si SVN,MF,Leverkusen,de Bundesliga,26,1990,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.05,0.19,0.14,0.19,Matches
1250,Harry Kane\Harry-Kane,eng ENG,FW,Tottenham,eng Premier League,24,1993,37,35,3076,30,2,2,3,5,0,0.88,0.06,0.94,0.82,0.88,26.1,23.8,2.7,0.76,0.08,0.84,0.7,0.77,Matches
1251,Wilfried Kanga\Wilfried-Kanga,fr FRA,FWMF,Angers,fr Ligue 1,19,1998,9,1,176,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.04,0.02,0.07,0.04,0.07,Matches
1252,Mamadou Kanouté\Mamadou-Kanoute,sn SEN,FWMF,Benevento,it Serie A,23,1993,2,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
1253,N'Golo Kanté\NGolo-Kante,fr FRA,MF,Chelsea,eng Premier League,26,1991,34,34,2994,1,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,0.8,0.8,2.4,0.02,0.07,0.1,0.02,0.1,Matches
1254,Bartosz Kapustka\Bartosz-Kapustka,pl POL,FWMF,Freiburg,de Bundesliga,20,1996,7,3,235,1,0,0,0,0,0,0.38,0,0.38,0.38,0.38,0.1,0.1,0,0.04,0,0.04,0.04,0.04,Matches
1255,Kenan Karaman\Kenan-Karaman,tr TUR,MFFW,Hannover 96,de Bundesliga,23,1994,22,8,855,1,0,0,0,2,0,0.11,0,0.11,0.11,0.11,1.8,1.8,1.2,0.19,0.13,0.32,0.19,0.32,Matches
1256,Yann Karamoh\Yann-Karamoh,fr FRA,FWMF,Inter,it Serie A,19,1998,16,4,489,1,0,0,0,0,0,0.18,0,0.18,0.18,0.18,1.8,1.8,0.2,0.34,0.04,0.38,0.34,0.38,Matches
1257,Loris Karius\Loris-Karius,de GER,GK,Liverpool,eng Premier League,24,1993,19,19,1710,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1258,Orestis Karnezis\Orestis-Karnezis,gr GRE,GK,Watford,eng Premier League,32,1985,15,14,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1259,Rick Karsdorp\Rick-Karsdorp,nl NED,DF,Roma,it Serie A,22,1995,1,1,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
1260,Aleksandar Katai\Aleksandar-Katai,rs SRB,FWMF,Alavés,es La Liga,26,1991,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.37,0,0.37,0.37,0.37,Matches
1261,Florian Kath\Florian-Kath,de GER,FWMF,Freiburg,de Bundesliga,22,1994,24,3,674,1,0,0,0,3,0,0.13,0,0.13,0.13,0.13,0.9,0.9,0.2,0.13,0.03,0.16,0.13,0.16,Matches
1262,Ole Käuper\Ole-Kauper,de GER,MF,Werder Bremen,de Bundesliga,20,1997,1,1,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1263,Eiji Kawashima\Eiji-Kawashima,jp JPN,GK,Metz,fr Ligue 1,34,1983,29,29,2570,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1264,Beram Kayal\Beram-Kayal,il ISR,MF,Brighton,eng Premier League,29,1988,19,8,745,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,1,0.04,0.12,0.16,0.04,0.16,Matches
1265,Joris Kayembe\Joris-Kayembe,be BEL,FWMF,Nantes,fr Ligue 1,22,1994,3,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.03,0.09,0.12,0.03,0.12,Matches
1266,Olarenwaju Kayode\Olarenwaju-Kayode,ng NGA,FWMF,Girona,es La Liga,24,1993,12,2,397,0,0,0,0,2,0,0,0,0,0,0,1.4,1.4,0.9,0.33,0.2,0.53,0.33,0.53,Matches
1267,Moise Kean\Moise-Kean,it ITA,FW,Hellas Verona,it Serie A,17,2000,19,12,1131,4,0,0,0,5,0,0.32,0,0.32,0.32,0.32,5.4,5.4,0.8,0.43,0.06,0.49,0.43,0.49,Matches
1268,Michael Keane\Michael-Keane,eng ENG,DF,Everton,eng Premier League,24,1993,30,29,2560,0,1,0,0,3,0,0,0.04,0.04,0,0.04,1.1,1.1,0.5,0.04,0.02,0.06,0.04,0.06,Matches
1269,Thilo Kehrer\Thilo-Kehrer,de GER,DF,Schalke 04,de Bundesliga,20,1996,28,27,2365,3,0,0,0,4,0,0.11,0,0.11,0.11,0.11,1.3,1.3,0.4,0.05,0.01,0.06,0.05,0.06,Matches
1270,Cheick Keita\Cheick-Keita,ml MLI,DF,Bologna,it Serie A,21,1996,3,1,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1271,Naby Keïta\Naby-Keita,gn GUI,MF,RB Leipzig,de Bundesliga,22,1995,27,23,1962,6,5,0,0,8,2,0.28,0.23,0.5,0.28,0.5,3.5,3.5,3.7,0.16,0.17,0.33,0.16,0.33,Matches
1272,Keko\Keko,es ESP,MFFW,Málaga,es La Liga,25,1991,21,15,1203,0,2,0,0,3,0,0,0.15,0.15,0,0.15,1.5,1.5,1.2,0.11,0.09,0.2,0.11,0.2,Matches
1273,Martin Kelly\Martin-Kelly,eng ENG,DF,Crystal Palace,eng Premier League,27,1990,15,12,1195,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0,0.03,0,0.03,0.03,0.03,Matches
1274,Marc-Oliver Kempf\Marc-Oliver-Kempf,de GER,DF,Freiburg,de Bundesliga,22,1995,12,11,901,0,1,0,0,1,0,0,0.1,0.1,0,0.1,0.7,0.7,0.1,0.07,0.01,0.09,0.07,0.09,Matches
1275,Kenedy\Kenedy,br BRA,MFFW,Newcastle Utd,eng Premier League,21,1996,13,13,1023,2,2,0,0,1,0,0.18,0.18,0.35,0.18,0.35,2.1,2.1,2.1,0.18,0.18,0.36,0.18,0.36,Matches
1276,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Everton,eng Premier League,20,1997,19,17,1590,0,1,0,0,2,0,0,0.06,0.06,0,0.06,0.2,0.2,1,0.01,0.06,0.07,0.01,0.07,Matches
1277,Ryan Kent\Ryan-Kent,eng ENG,FWMF,Freiburg,de Bundesliga,20,1996,6,1,245,0,0,0,0,1,0,0,0,0,0,0,1.1,1.1,0.3,0.39,0.13,0.52,0.39,0.52,Matches
1278,Christophe Kerbrat\Christophe-Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,30,1986,37,37,3320,1,0,0,0,4,0,0.03,0,0.03,0.03,0.03,0.5,0.5,0.1,0.01,0,0.02,0.01,0.02,Matches
1279,Franck Kessié\Franck-Kessie,ci CIV,MF,Milan,it Serie A,20,1996,37,37,3264,5,1,3,4,9,0,0.14,0.03,0.17,0.06,0.08,8.4,5.3,4.4,0.23,0.12,0.35,0.15,0.27,Matches
1280,Billy Ketkeophomphone\Billy-Ketkeophomphone,la LAO,MFFW,Angers,fr Ligue 1,27,1990,13,5,437,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.05,0.07,0.12,0.05,0.12,Matches
1281,Driss Khalid\Driss-Khalid,ma MAR,FW,Toulouse,fr Ligue 1,18,1999,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.18,0,0.18,0.18,0.18,Matches
1282,Saîf-Eddine Khaoui\Saif-Eddine-Khaoui,tn TUN,MFFW,Troyes,fr Ligue 1,22,1995,32,21,1955,5,1,0,1,1,0,0.23,0.05,0.28,0.23,0.28,4.5,3.7,3,0.2,0.14,0.34,0.17,0.31,Matches
1283,Wahbi Khazri\Wahbi-Khazri,tn TUN,FWMF,Rennes,fr Ligue 1,26,1991,24,23,1920,9,2,3,4,8,1,0.42,0.09,0.52,0.28,0.37,8.3,5.2,3.6,0.39,0.17,0.55,0.24,0.41,Matches
1284,Rani Khedira\Rani-Khedira,de GER,MFDF,Augsburg,de Bundesliga,23,1994,30,27,2275,1,1,0,0,8,0,0.04,0.04,0.08,0.04,0.08,1.7,1.7,0.8,0.07,0.03,0.1,0.07,0.1,Matches
1285,Sami Khedira\Sami-Khedira,de GER,MF,Juventus,it Serie A,30,1987,26,24,1912,9,2,0,0,1,0,0.42,0.09,0.52,0.42,0.52,4.1,4.1,0.8,0.19,0.04,0.23,0.19,0.23,Matches
1286,Stefan Kießling\Stefan-Kiessling,de GER,FWDF,Leverkusen,de Bundesliga,33,1984,8,0,82,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.64,0.42,1.07,0.64,1.07,Matches
1287,Kike\Kike,es ESP,FW,Eibar,es La Liga,27,1989,35,28,2458,8,1,0,0,5,0,0.29,0.04,0.33,0.29,0.33,10,10,1,0.36,0.04,0.4,0.36,0.4,Matches
1288,Joshua Kimmich\Joshua-Kimmich,de GER,DF,Bayern Munich,de Bundesliga,22,1995,29,26,2329,1,10,0,0,1,0,0.04,0.39,0.43,0.04,0.43,0.6,0.6,5.8,0.02,0.22,0.25,0.02,0.25,Matches
1289,Presnel Kimpembe\Presnel-Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,21,1995,28,27,2425,0,0,0,0,8,4,0,0,0,0,0,1.2,1.2,0.3,0.05,0.01,0.06,0.05,0.06,Matches
1290,Andy King\Andy-King,wal WAL,MF,Leicester City,eng Premier League,28,1988,11,5,537,1,0,0,0,1,0,0.17,0,0.17,0.17,0.17,0.9,0.9,0,0.14,0.01,0.15,0.14,0.15,Matches
1291,Andy King\Andy-King,wal WAL,MF,Swansea City,eng Premier League,28,1988,11,9,715,2,1,0,0,1,0,0.25,0.13,0.38,0.25,0.38,1,1,0.1,0.12,0.01,0.13,0.12,0.13,Matches
1292,Joshua King\Joshua-King,no NOR,FWMF,Bournemouth,eng Premier League,25,1992,33,27,2453,8,3,2,2,3,0,0.29,0.11,0.4,0.22,0.33,7.7,6.2,4.4,0.28,0.16,0.45,0.23,0.39,Matches
1293,Simon Kjær\Simon-Kjaer,dk DEN,DF,Sevilla,es La Liga,28,1989,20,18,1571,2,1,0,0,3,0,0.11,0.06,0.17,0.11,0.17,1.3,1.3,0,0.08,0,0.08,0.08,0.08,Matches
1294,Davy Klaassen\Davy-Klaassen,nl NED,MFFW,Everton,eng Premier League,24,1993,7,3,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.04,0.04,0,0.04,Matches
1295,Felix Klaus\Felix-Klaus,de GER,MFFW,Hannover 96,de Bundesliga,24,1992,28,25,1981,4,2,0,0,5,0,0.18,0.09,0.27,0.18,0.27,4.7,4.7,2,0.21,0.09,0.3,0.21,0.3,Matches
1296,Ragnar Klavan\Ragnar-Klavan,ee EST,DF,Liverpool,eng Premier League,31,1985,19,16,1451,1,0,0,0,0,0,0.06,0,0.06,0.06,0.06,0,0,0.1,0,0.01,0.01,0,0.01,Matches
1297,Tim Kleindienst\Tim-Kleindienst,de GER,FW,Freiburg,de Bundesliga,21,1995,22,12,1138,2,3,0,0,2,0,0.16,0.24,0.4,0.16,0.4,4.4,4.4,2,0.35,0.16,0.5,0.35,0.5,Matches
1298,Lukas Klostermann\Lukas-Klostermann,de GER,DF,RB Leipzig,de Bundesliga,21,1996,26,25,2190,1,0,0,0,2,0,0.04,0,0.04,0.04,0.04,1.2,1.2,1.1,0.05,0.05,0.09,0.05,0.09,Matches
1299,Lukas Klünter\Lukas-Klunter,de GER,DFFW,Köln,de Bundesliga,21,1996,19,14,1336,1,0,0,0,6,0,0.07,0,0.07,0.07,0.07,1.5,1.5,1.6,0.1,0.11,0.21,0.1,0.21,Matches
1300,Robin Knoche\Robin-Knoche,de GER,DF,Wolfsburg,de Bundesliga,25,1992,24,24,2102,1,2,0,0,2,0,0.04,0.09,0.13,0.04,0.13,0.6,0.6,0.3,0.02,0.01,0.04,0.02,0.04,Matches
1301,Anthony Knockaert\Anthony-Knockaert,fr FRA,MFFW,Brighton,eng Premier League,25,1991,33,27,2421,3,1,0,0,4,1,0.11,0.04,0.15,0.11,0.15,3.5,3.5,2.5,0.13,0.09,0.22,0.13,0.22,Matches
1302,Törles Knöll\Torles-Knoll,de GER,MF,Hamburger SV,de Bundesliga,19,1997,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1303,Robin Koch\Robin-Koch,de GER,MFDF,Freiburg,de Bundesliga,21,1996,26,21,1919,2,1,0,0,3,0,0.09,0.05,0.14,0.09,0.14,1.1,1.1,1,0.05,0.04,0.1,0.05,0.1,Matches
1304,Kenan Kodro\Kenan-Kodro,ba BIH,FW,Mainz 05,de Bundesliga,23,1993,8,2,232,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.21,0.04,0.25,0.21,0.25,Matches
1305,Hervé Koffi\Herve-Koffi,bf BFA,GK,Lille,fr Ligue 1,20,1996,4,4,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1306,Dominik Kohr\Dominik-Kohr,de GER,MF,Leverkusen,de Bundesliga,23,1994,28,18,1664,1,1,0,0,9,1,0.05,0.05,0.11,0.05,0.11,3.7,3.7,1.5,0.2,0.08,0.28,0.2,0.28,Matches
1307,Seybou Koita\Seybou-Koita,ne NIG,FWMF,Amiens,fr Ligue 1,23,1994,6,2,212,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.14,0.02,0.16,0.14,0.16,Matches
1308,Koke\Koke,es ESP,MFFW,Atlético Madrid,es La Liga,25,1992,35,33,2753,4,3,0,0,3,0,0.13,0.1,0.23,0.13,0.23,2.9,2.9,7.3,0.1,0.24,0.33,0.1,0.33,Matches
1309,Aleksandar Kolarov\Aleksandar-Kolarov,rs SRB,DF,Roma,it Serie A,31,1985,35,34,3060,2,6,0,0,3,0,0.06,0.18,0.24,0.06,0.24,2.6,2.6,8.6,0.08,0.25,0.33,0.08,0.33,Matches
1310,Sead Kolašinac\Sead-Kolasinac,ba BIH,DFMF,Arsenal,eng Premier League,24,1993,27,25,2147,2,4,0,0,3,0,0.08,0.17,0.25,0.08,0.25,2.5,2.5,2.4,0.11,0.1,0.21,0.11,0.21,Matches
1311,Vincent Kompany\Vincent-Kompany,be BEL,DF,Manchester City,eng Premier League,31,1986,17,17,1394,1,1,0,0,6,0,0.06,0.06,0.13,0.06,0.13,0.5,0.5,0.3,0.03,0.02,0.06,0.03,0.06,Matches
1312,Ibrahima Konaté\Ibrahima-Konate,fr FRA,DF,RB Leipzig,de Bundesliga,18,1999,16,14,1228,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.5,0.01,0.03,0.05,0.01,0.05,Matches
1313,Moussa Konaté\Moussa-Konate,sn SEN,FW,Amiens,fr Ligue 1,24,1993,33,28,2472,13,1,2,2,8,0,0.47,0.04,0.51,0.4,0.44,10.4,8.9,1.6,0.38,0.06,0.43,0.32,0.38,Matches
1314,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MF,Valencia,es La Liga,24,1993,31,30,2614,4,3,0,0,12,2,0.14,0.1,0.24,0.14,0.24,2.5,2.5,2.2,0.08,0.08,0.16,0.08,0.16,Matches
1315,Bakary Koné\Bakary-Kone,bf BFA,DF,Strasbourg,fr Ligue 1,29,1988,28,27,2462,1,0,0,0,3,0,0.04,0,0.04,0.04,0.04,1.3,1.3,0,0.05,0,0.05,0.05,0.05,Matches
1316,Terence Kongolo\Terence-Kongolo,nl NED,DF,Huddersfield,eng Premier League,23,1994,13,11,1049,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.02,0.03,0.05,0.02,0.05,Matches
1317,Terence Kongolo\Terence-Kongolo,nl NED,DF,Monaco,fr Ligue 1,23,1994,3,3,256,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.04,0.12,0.16,0.04,0.16,Matches
1318,Yevhen Konoplyanka\Yevhen-Konoplyanka,ua UKR,FWMF,Schalke 04,de Bundesliga,27,1989,27,18,1562,4,4,0,0,1,0,0.23,0.23,0.46,0.23,0.46,5.9,5.9,4.4,0.34,0.25,0.59,0.34,0.59,Matches
1319,Julian Korb\Julian-Korb,de GER,DF,Hannover 96,de Bundesliga,25,1992,28,28,2336,1,1,0,0,8,0,0.04,0.04,0.08,0.04,0.08,1.6,1.6,2.1,0.06,0.08,0.14,0.06,0.14,Matches
1320,Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Arsenal,eng Premier League,31,1985,25,25,2225,2,0,0,0,4,0,0.08,0,0.08,0.08,0.08,1.9,1.9,0.4,0.08,0.02,0.09,0.08,0.09,Matches
1321,Filip Kosti?\Filip-Kostic,rs SRB,FWMF,Hamburger SV,de Bundesliga,24,1992,30,27,2438,5,1,0,1,2,0,0.18,0.04,0.22,0.18,0.22,6.9,6.2,3,0.26,0.11,0.37,0.23,0.34,Matches
