Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
2265,Carlos Sánchez\Carlos-Sanchez,co COL,DFMF,Fiorentina,it Serie A,30,1986,31,23,2156,1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,Matches
2266,Rubén Sánchez\Ruben-Sanchez,es ESP,MF,Sporting Gijón,es La Liga,27,1989,2,0,42,0,0,0,0,0,0,0,0,0,0,0,Matches
2267,Víctor Sánchez\Victor-Sanchez,es ESP,DFMF,Espanyol,es La Liga,28,1987,26,25,2281,1,1,0,0,8,0,0.04,0.04,0.08,0.04,0.08,Matches
2268,Alex Sandro\Alex-Sandro,br BRA,MFDF,Juventus,it Serie A,25,1991,27,25,2312,3,4,0,0,5,0,0.12,0.16,0.27,0.12,0.27,Matches
2269,Lamine Sané\Lamine-Sane,sn SEN,DF,Werder Bremen,de Bundesliga,29,1987,27,27,2360,1,1,0,0,3,0,0.04,0.04,0.08,0.04,0.08,Matches
2270,Leroy Sané\Leroy-Sane,de GER,MFFW,Manchester City,eng Premier League,20,1996,26,20,1781,5,2,0,0,4,0,0.25,0.1,0.35,0.25,0.35,Matches
2271,Pape Sané\Pape-Sane,sn SEN,FW,Caen,fr Ligue 1,24,1991,13,3,341,1,0,0,0,0,0,0.26,0,0.26,0.26,0.26,Matches
2272,Ibrahim Sangaré\Ibrahim-Sangare,ci CIV,MF,Toulouse,fr Ligue 1,18,1997,5,3,262,0,0,0,0,1,0,0,0,0,0,0,Matches
2273,Oier Sanjurjo\Oier-Sanjurjo,es ESP,DFMF,Osasuna,es La Liga,30,1986,36,36,3151,0,2,0,0,11,1,0,0.06,0.06,0,0.06,Matches
2274,Younousse Sankharé\Younousse-Sankhare,sn SEN,MF,Bordeaux,fr Ligue 1,26,1989,16,15,1391,4,2,0,0,2,0,0.26,0.13,0.39,0.26,0.39,Matches
2275,Younousse Sankharé\Younousse-Sankhare,sn SEN,MF,Lille,fr Ligue 1,26,1989,21,17,1576,2,1,0,0,3,2,0.11,0.06,0.17,0.11,0.17,Matches
2276,Baissama Sankoh\Baissama-Sankoh,gn GUI,MFDF,Guingamp,fr Ligue 1,24,1992,17,11,1046,0,0,0,0,3,0,0,0,0,0,0,Matches
2277,Killian Sanson\Killian-Sanson,fr FRA,MF,Montpellier,fr Ligue 1,19,1997,1,0,15,0,0,0,0,0,0,0,0,0,0,0,Matches
2278,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Montpellier,fr Ligue 1,21,1994,20,20,1742,3,3,0,0,2,0,0.15,0.15,0.31,0.15,0.31,Matches
2279,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Marseille,fr Ligue 1,21,1994,17,15,1358,1,3,0,0,1,0,0.07,0.2,0.27,0.07,0.27,Matches
2280,Nicola Sansone\Nicola-Sansone,it ITA,FW,Villarreal,es La Liga,24,1991,32,25,2104,8,3,1,1,7,0,0.34,0.13,0.47,0.3,0.43,Matches
2281,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Angers,fr Ligue 1,21,1995,37,35,3070,0,0,0,0,2,0,0,0,0,0,0,Matches
2282,Ivan Santini\Ivan-Santini,hr CRO,FW,Caen,fr Ligue 1,27,1989,34,34,2874,15,3,3,4,7,0,0.47,0.09,0.56,0.38,0.47,Matches
2283,Davide Santon\Davide-Santon,it ITA,DF,Inter,it Serie A,25,1991,14,11,1020,0,1,0,0,1,0,0,0.09,0.09,0,0.09,Matches
2284,Aderlan Santos\Aderlan-Santos,br BRA,DF,Valencia,es La Liga,27,1989,12,11,999,0,0,0,0,1,0,0,0,0,0,0,Matches
2285,Christian Santos\Christian-Santos,ve VEN,FW,Alavés,es La Liga,28,1988,21,8,847,3,1,2,2,2,0,0.32,0.11,0.43,0.11,0.21,Matches
2286,Douglas Santos\Douglas-Santos,br BRA,DF,Hamburger SV,de Bundesliga,22,1994,20,19,1713,0,0,0,0,4,0,0,0,0,0,0,Matches
2287,Michael Santos\Michael-Santos,uy URU,FWMF,Málaga,es La Liga,23,1993,14,8,739,3,1,1,2,3,0,0.37,0.12,0.49,0.24,0.37,Matches
2288,Samir Santos\Samir-Santos,br BRA,DF,Udinese,it Serie A,21,1994,21,21,1779,0,3,0,0,3,0,0,0.15,0.15,0,0.15,Matches
2289,Riccardo Saponara\Riccardo-Saponara,it ITA,MF,Fiorentina,it Serie A,24,1991,11,4,420,2,2,0,0,1,0,0.43,0.43,0.86,0.43,0.86,Matches
2290,Riccardo Saponara\Riccardo-Saponara,it ITA,MF,Empoli,it Serie A,24,1991,18,18,1528,2,1,0,0,4,0,0.12,0.06,0.18,0.12,0.18,Matches
2291,Pablo Sarabia\Pablo-Sarabia,es ESP,MF,Sevilla,es La Liga,24,1992,34,22,2140,8,8,1,1,10,0,0.34,0.34,0.67,0.29,0.63,Matches
2292,Gennaro Sardo\Gennaro-Sardo,it ITA,DF,Chievo,it Serie A,37,1979,1,0,7,0,0,0,0,0,0,0,0,0,0,0,Matches
2293,Bouna Sarr\Bouna-Sarr,gn GUI,MFFW,Marseille,fr Ligue 1,24,1992,26,9,941,0,1,0,0,1,0,0,0.1,0.1,0,0.1,Matches
2294,Ismaila Sarr\Ismaila-Sarr,sn SEN,MF,Metz,fr Ligue 1,18,1998,31,20,1943,5,1,0,0,2,0,0.23,0.05,0.28,0.23,0.28,Matches
2295,Malang Sarr\Malang-Sarr,fr FRA,DF,Nice,fr Ligue 1,17,1999,27,25,2207,1,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,Matches
2296,Lluís Sastre\Lluis-Sastre,es ESP,MF,Leganés,es La Liga,30,1986,1,1,90,0,0,0,0,0,0,0,0,0,0,0,Matches
2297,Marco Sau\Marco-Sau,it ITA,FWMF,Cagliari,it Serie A,28,1987,34,29,2322,7,4,0,0,5,0,0.27,0.16,0.43,0.27,0.43,Matches
2298,Matthieu Saunier\Matthieu-Saunier,fr FRA,DF,Granada,es La Liga,26,1990,16,16,1303,0,1,0,0,4,0,0,0.07,0.07,0,0.07,Matches
2299,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,es La Liga,25,1991,32,30,2731,1,0,0,0,6,2,0.03,0,0.03,0.03,0.03,Matches
2300,Marcel Schäfer\Marcel-Schafer,de GER,MFDF,Wolfsburg,de Bundesliga,32,1984,4,2,109,0,0,0,0,1,0,0,0,0,0,0,Matches
2301,Fabian Schär\Fabian-Schar,ch SUI,DF,Hoffenheim,de Bundesliga,24,1991,6,3,284,0,0,0,0,2,0,0,0,0,0,0,Matches
2302,Patrik Schick\Patrik-Schick,cz CZE,FW,Sampdoria,it Serie A,20,1996,32,14,1570,11,4,0,0,2,0,0.63,0.23,0.86,0.63,0.86,Matches
2303,Julian Schieber\Julian-Schieber,de GER,FW,Hertha BSC,de Bundesliga,27,1989,18,2,438,3,1,0,0,3,0,0.62,0.21,0.82,0.62,0.82,Matches
2304,Sven Schipplock\Sven-Schipplock,de GER,FW,Darmstadt 98,de Bundesliga,27,1988,23,12,1108,2,1,0,0,3,0,0.16,0.08,0.24,0.16,0.24,Matches
2305,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,DF,Crystal Palace,eng Premier League,23,1992,15,11,998,0,0,0,0,0,0,0,0,0,0,0,Matches
2306,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MF,Leicester City,eng Premier League,23,1992,4,1,141,0,0,0,0,0,0,0,0,0,0,0,Matches
2307,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,eng Premier League,29,1986,30,30,2666,0,0,0,0,1,0,0,0,0,0,0,Matches
2308,Marcel Schmelzer\Marcel-Schmelzer,de GER,DFMF,Dortmund,de Bundesliga,28,1988,26,25,2188,0,2,0,0,3,0,0,0.08,0.08,0,0.08,Matches
2309,Jonathan Schmid\Jonathan-Schmid,fr FRA,MF,Augsburg,de Bundesliga,26,1990,25,20,1729,1,3,0,0,1,0,0.05,0.16,0.21,0.05,0.21,Matches
2310,Niklas Schmidt\Niklas-Schmidt,de GER,MF,Werder Bremen,de Bundesliga,18,1998,1,0,15,0,1,0,0,0,0,0,6,6,0,6,Matches
2311,Benno Schmitz\Benno-Schmitz,de GER,DF,RB Leipzig,de Bundesliga,21,1994,16,11,990,0,2,0,0,2,0,0,0.18,0.18,0,0.18,Matches
2312,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Manchester Utd,eng Premier League,26,1989,3,0,14,0,0,0,0,0,0,0,0,0,0,0,Matches
2313,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,eng Premier League,26,1989,14,12,1059,1,0,0,0,2,0,0.08,0,0.08,0.08,0.08,Matches
2314,Alessandro Schöpf\Alessandro-Schopf,at AUT,MF,Schalke 04,de Bundesliga,22,1994,28,22,2040,6,2,0,0,4,0,0.26,0.09,0.35,0.26,0.35,Matches
2315,Nico Schulz\Nico-Schulz,de GER,DF,M'Gladbach,de Bundesliga,23,1993,12,4,417,1,2,0,0,1,0,0.22,0.43,0.65,0.22,0.65,Matches
2316,André Schürrle\Andre-Schurrle,de GER,MFFW,Dortmund,de Bundesliga,25,1990,15,8,748,2,2,1,1,3,0,0.24,0.24,0.48,0.12,0.36,Matches
2317,Julian Schuster\Julian-Schuster,de GER,MFDF,Freiburg,de Bundesliga,31,1985,13,9,846,0,0,0,0,3,0,0,0,0,0,0,Matches
2318,Pirmin Schwegler\Pirmin-Schwegler,ch SUI,MF,Hoffenheim,de Bundesliga,29,1987,10,2,396,0,1,0,0,1,0,0,0.23,0.23,0,0.23,Matches
2319,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Freiburg,de Bundesliga,24,1992,34,34,3060,0,0,0,0,1,0,0,0,0,0,0,Matches
2320,Simone Scuffet\Simone-Scuffet,it ITA,GK,Udinese,it Serie A,20,1996,6,5,462,0,0,0,0,0,0,0,0,0,0,0,Matches
2321,Andrea Seculin\Andrea-Seculin,it ITA,GK,Chievo,it Serie A,26,1990,4,4,360,0,0,0,0,0,0,0,0,0,0,0,Matches
2322,Haris Seferović\Haris-Seferovic,ch SUI,FWMF,Eint Frankfurt,de Bundesliga,24,1992,25,11,1069,3,1,0,0,1,1,0.25,0.08,0.34,0.25,0.34,Matches
2323,Paul Seguin\Paul-Seguin,de GER,MFDF,Wolfsburg,de Bundesliga,21,1995,22,15,1323,1,1,0,0,4,2,0.07,0.07,0.14,0.07,0.14,Matches
2324,Faïz Selemani\Faiz-Selemani,km COM,MF,Lorient,fr Ligue 1,22,1993,3,0,67,0,0,0,0,2,0,0,0,0,0,0,Matches
2325,Davie Selke\Davie-Selke,de GER,FW,RB Leipzig,de Bundesliga,21,1995,21,2,453,4,1,0,0,4,0,0.79,0.2,0.99,0.79,0.99,Matches
2326,Ole Selnæs\Ole-Selnaes,no NOR,MF,Saint-Étienne,fr Ligue 1,22,1994,26,23,2067,0,0,0,0,4,0,0,0,0,0,0,Matches
2327,Josep Señé\Josep-Sene,es ESP,MFFW,Celta Vigo,es La Liga,24,1991,13,8,659,0,2,0,0,1,0,0,0.27,0.27,0,0.27,Matches
2328,Stefano Sensi\Stefano-Sensi,it ITA,MF,Sassuolo,it Serie A,20,1995,16,14,1202,1,0,0,0,4,0,0.07,0,0.07,0.07,0.07,Matches
2329,Suat Serdar\Suat-Serdar,de GER,MF,Mainz 05,de Bundesliga,19,1997,8,4,330,0,0,0,0,1,0,0,0,0,0,0,Matches
2330,Jean Seri\Jean-Seri,ci CIV,MF,Nice,fr Ligue 1,25,1991,34,34,2982,7,9,2,2,4,0,0.21,0.27,0.48,0.15,0.42,Matches
2331,Federico Serra\Federico-Serra,it ITA,MF,Cagliari,it Serie A,18,1997,1,0,12,0,0,0,0,0,0,0,0,0,0,0,Matches
2332,Grégory Sertic\Gregory-Sertic,fr FRA,MFDF,Bordeaux,fr Ligue 1,26,1989,17,15,1365,1,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13,Matches
2333,Grégory Sertic\Gregory-Sertic,fr FRA,DFMF,Marseille,fr Ligue 1,26,1989,8,7,654,0,0,0,0,0,0,0,0,0,0,0,Matches
2334,Stéphane Sessègnon\Stephane-Sessegnon,bj BEN,MF,Montpellier,fr Ligue 1,32,1984,27,26,2314,2,2,0,0,4,2,0.08,0.08,0.16,0.08,0.16,Matches
2335,Nicolas Seube\Nicolas-Seube,fr FRA,MF,Caen,fr Ligue 1,36,1979,20,13,1031,0,0,0,0,3,0,0,0,0,0,0,Matches
2336,Salva Sevilla\Salva-Sevilla,es ESP,MF,Espanyol,es La Liga,32,1984,6,3,266,0,0,0,0,1,0,0,0,0,0,0,Matches
2337,Aaron Seydel\Aaron-Seydel,de GER,FW,Mainz 05,de Bundesliga,20,1996,6,1,176,1,0,0,0,0,0,0.51,0,0.51,0.51,0.51,Matches
2338,Moussa Seydi\Moussa-Seydi,sn SEN,FW,Metz,fr Ligue 1,19,1996,1,0,22,0,0,0,0,0,0,0,0,0,0,0,Matches
2339,Stephan El Shaarawy\Stephan-El-Shaarawy,it ITA,MFFW,Roma,it Serie A,23,1992,32,19,1630,8,3,0,0,0,0,0.44,0.17,0.61,0.44,0.61,Matches
2340,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,MF,Stoke City,eng Premier League,24,1991,21,21,1698,4,2,0,0,2,0,0.21,0.11,0.32,0.21,0.32,Matches
2341,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,eng Premier League,21,1995,11,9,688,0,1,0,0,1,0,0,0.13,0.13,0,0.13,Matches
2342,Ryan Shawcross\Ryan-Shawcross,eng ENG,DF,Stoke City,eng Premier League,28,1987,35,35,3150,1,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,Matches
2343,Djibril Sidibé\Djibril-Sidibe,fr FRA,DF,Monaco,fr Ligue 1,24,1992,29,26,2321,2,5,0,0,7,0,0.08,0.19,0.27,0.08,0.27,Matches
2344,Sidnei\Sidnei,br BRA,DF,La Coruña,es La Liga,26,1989,29,29,2486,1,0,0,0,2,0,0.04,0,0.04,0.04,0.04,Matches
2345,Franck Signorino\Franck-Signorino,fr FRA,DF,Metz,fr Ligue 1,34,1981,17,17,1476,0,0,0,0,3,0,0,0,0,0,0,Matches
2346,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,FWMF,Swansea City,eng Premier League,26,1989,38,37,3327,9,13,3,3,2,0,0.24,0.35,0.6,0.16,0.51,Matches
2347,Kolbeinn Sigþórsson\Kolbeinn-Sigthorsson,is ISL,FW,Nantes,fr Ligue 1,26,1990,2,2,155,0,0,0,0,0,0,0,0,0,0,0,Matches
2348,Bernardo Silva\Bernardo-Silva,pt POR,MF,Monaco,fr Ligue 1,21,1994,37,33,2782,8,8,0,0,3,0,0.26,0.26,0.52,0.26,0.52,Matches
2349,David Silva\David-Silva,es ESP,MF,Manchester City,eng Premier League,30,1986,34,31,2759,4,7,0,0,6,0,0.13,0.23,0.36,0.13,0.36,Matches
2350,Gabriel Silva\Gabriel-Silva,br BRA,MFDF,Udinese,it Serie A,25,1991,5,2,234,0,0,0,0,2,0,0,0,0,0,0,Matches
2351,Gabriel Silva\Gabriel-Silva,br BRA,DF,Granada,es La Liga,25,1991,12,11,975,0,0,0,0,3,0,0,0,0,0,0,Matches
2352,Gastón Silva\Gaston-Silva,uy URU,DF,Granada,es La Liga,22,1994,22,19,1748,0,0,0,0,6,0,0,0,0,0,0,Matches
2353,Stefan Silva\Stefan-Silva,se SWE,FW,Palermo,it Serie A,26,1990,1,0,16,0,0,0,0,0,0,0,0,0,0,0,Matches
2354,Thiago Silva\Thiago-Silva,br BRA,DF,Paris S-G,fr Ligue 1,31,1984,27,27,2385,3,1,0,0,1,0,0.11,0.04,0.15,0.11,0.15,Matches
2355,Matías Silvestre\Matias-Silvestre,ar ARG,DF,Sampdoria,it Serie A,31,1984,36,36,3211,0,3,0,0,3,2,0,0.08,0.08,0,0.08,Matches
2356,Ba-Muaka Simakala\Ba-Muaka-Simakala,cg CGO,FW,M'Gladbach,de Bundesliga,19,1997,1,0,11,0,0,0,0,0,0,0,0,0,0,0,Matches
2357,Giovanni Simeone\Giovanni-Simeone,ar ARG,FW,Genoa,it Serie A,21,1995,35,29,2614,12,1,1,2,3,0,0.41,0.03,0.45,0.38,0.41,Matches
2358,David Simón\David-Simon,es ESP,DF,Las Palmas,es La Liga,27,1988,16,14,1324,0,1,0,0,3,0,0,0.07,0.07,0,0.07,Matches
2359,Danny Simpson\Danny-Simpson,eng ENG,DF,Leicester City,eng Premier League,29,1987,35,34,2988,0,1,0,0,12,0,0,0.03,0.03,0,0.03,Matches
2360,Josh Sims\Josh-Sims,eng ENG,FW,Southampton,eng Premier League,19,1997,7,1,211,0,1,0,0,0,0,0,0.43,0.43,0,0.43,Matches
2361,Jerome Sinclair\Jerome-Sinclair,eng ENG,FW,Watford,eng Premier League,19,1996,5,1,116,0,0,0,0,0,0,0,0,0,0,0,Matches
2362,Giovanni Sio\Giovanni-Sio,ci CIV,FW,Rennes,fr Ligue 1,27,1989,34,32,2678,9,1,0,0,6,0,0.3,0.03,0.34,0.3,0.34,Matches
2363,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Leganés,es La Liga,27,1988,16,16,1390,1,1,0,0,4,0,0.06,0.06,0.13,0.06,0.13,Matches
2364,Guilherme Siqueira\Guilherme-Siqueira,br BRA,DFMF,Valencia,es La Liga,30,1986,10,7,542,0,1,0,0,2,0,0,0.17,0.17,0,0.17,Matches
2365,Pantxi Sirieix\Pantxi-Sirieix,fr FRA,MF,Toulouse,fr Ligue 1,35,1980,4,0,43,0,0,0,0,0,0,0,0,0,0,0,Matches
2366,Salvatore Sirigu\Salvatore-Sirigu,it ITA,GK,Osasuna,es La Liga,29,1987,18,18,1620,0,0,0,0,1,0,0,0,0,0,0,Matches
2367,Salvatore Sirigu\Salvatore-Sirigu,it ITA,GK,Sevilla,es La Liga,29,1987,2,2,178,0,0,0,0,0,1,0,0,0,0,0,Matches
2368,Sandro Sirigu\Sandro-Sirigu,de GER,DFMF,Darmstadt 98,de Bundesliga,27,1988,30,17,1814,2,2,0,0,5,2,0.1,0.1,0.2,0.1,0.2,Matches
2369,Moussa Sissoko\Moussa-Sissoko,fr FRA,MFFW,Tottenham,eng Premier League,26,1989,25,8,911,0,2,0,0,3,0,0,0.2,0.2,0,0.2,Matches
2370,Pione Sisto\Pione-Sisto,dk DEN,MFFW,Celta Vigo,es La Liga,21,1995,30,19,1659,3,3,0,0,1,0,0.16,0.16,0.33,0.16,0.33,Matches
2371,Sito\Sito,es ESP,MF,Valencia,es La Liga,19,1996,1,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches
2372,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,21,1995,37,37,3281,1,1,0,0,3,0,0.03,0.03,0.05,0.03,0.05,Matches
2373,Łukasz Skorupski\Lukasz-Skorupski,pl POL,GK,Empoli,it Serie A,25,1991,35,35,3150,0,0,0,0,2,0,0,0,0,0,0,Matches
2374,Milan Škriniar\Milan-Skriniar,sk SVK,DF,Sampdoria,it Serie A,21,1995,35,34,2998,0,0,0,0,4,1,0,0,0,0,0,Matches
2375,Islam Slimani\Islam-Slimani,dz ALG,FW,Leicester City,eng Premier League,28,1988,23,13,1281,7,4,1,1,1,0,0.49,0.28,0.77,0.42,0.7,Matches
2376,Naïm Sliti\Naim-Sliti,tn TUN,MFFW,Lille,fr Ligue 1,24,1992,16,10,955,1,2,0,0,1,0,0.09,0.19,0.28,0.09,0.28,Matches
2377,Chris Smalling\Chris-Smalling,eng ENG,DF,Manchester Utd,eng Premier League,26,1989,18,13,1217,1,0,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches
2378,Adam Smith\Adam-Smith,eng ENG,DFMF,Bournemouth,eng Premier League,25,1991,36,34,3079,1,5,0,0,6,0,0.03,0.15,0.18,0.03,0.18,Matches
2379,Brad Smith\Brad-Smith,au AUS,DFMF,Bournemouth,eng Premier League,22,1994,5,3,291,0,0,0,0,1,0,0,0,0,0,0,Matches
2380,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Ham,eng Premier League,28,1987,15,8,838,0,2,0,0,0,0,0,0.21,0.21,0,0.21,Matches
2381,Robert Snodgrass\Robert-Snodgrass,sco SCO,FWMF,Hull City,eng Premier League,28,1987,20,19,1710,7,2,2,2,2,0,0.37,0.11,0.47,0.26,0.37,Matches
2382,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,eng Premier League,24,1991,30,30,2515,0,3,0,0,7,0,0,0.11,0.11,0,0.11,Matches
2383,Ramadan Sobhi\Ramadan-Sobhi,eg EGY,MF,Stoke City,eng Premier League,19,1997,17,8,854,0,1,0,0,2,0,0,0.11,0.11,0,0.11,Matches
2384,Rubén Sobrino\Ruben-Sobrino,es ESP,MF,Alavés,es La Liga,24,1992,11,5,563,2,1,0,0,1,0,0.32,0.16,0.48,0.32,0.48,Matches
2385,Roberto Soldado\Roberto-Soldado,es ESP,FW,Villarreal,es La Liga,31,1985,10,10,729,4,3,1,1,6,0,0.49,0.37,0.86,0.37,0.74,Matches
2386,Carlos Soler\Carlos-Soler,es ESP,MF,Valencia,es La Liga,19,1997,23,19,1725,3,1,0,0,3,1,0.16,0.05,0.21,0.16,0.21,Matches
2387,Somália\Somalia,br BRA,MFDF,Toulouse,fr Ligue 1,27,1988,28,18,1812,0,1,0,0,2,1,0,0.05,0.05,0,0.05,Matches
2388,Yann Sommer\Yann-Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,27,1988,34,34,3060,0,0,0,0,1,0,0,0,0,0,0,Matches
2389,Jérémy Sorbon\Jeremy-Sorbon,fr FRA,DF,Guingamp,fr Ligue 1,32,1983,33,33,2945,1,0,0,0,1,0,0.03,0,0.03,0.03,0.03,Matches
2390,David Soria\David-Soria,es ESP,GK,Sevilla,es La Liga,23,1993,1,1,90,0,0,0,0,0,0,0,0,0,0,0,Matches
2391,Bruno Soriano\Bruno-Soriano,es ESP,MF,Villarreal,es La Liga,32,1984,34,33,2984,5,2,3,4,5,0,0.15,0.06,0.21,0.06,0.12,Matches
2392,Roberto Soriano\Roberto-Soriano,it ITA,MF,Villarreal,es La Liga,25,1991,33,31,2436,9,5,1,1,8,1,0.33,0.18,0.52,0.3,0.48,Matches
2393,Stefano Sorrentino\Stefano-Sorrentino,it ITA,GK,Chievo,it Serie A,37,1979,34,34,3060,0,0,0,0,1,0,0,0,0,0,0,Matches
2394,José Sosa\Jose-Sosa,ar ARG,MF,Milan,it Serie A,31,1985,18,15,1236,0,3,0,0,7,4,0,0.22,0.22,0,0.22,Matches
2395,Pape Souaré\Pape-Souare,sn SEN,DF,Crystal Palace,eng Premier League,26,1990,3,3,269,0,0,0,0,0,0,0,0,0,0,0,Matches
2396,Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Lille,fr Ligue 1,24,1992,27,26,2326,0,0,0,0,1,1,0,0,0,0,0,Matches
2397,Arnaud Souquet\Arnaud-Souquet,fr FRA,DFMF,Nice,fr Ligue 1,24,1992,26,26,2340,1,4,0,0,3,0,0.04,0.15,0.19,0.04,0.19,Matches
2398,Djibril Sow\Djibril-Sow,ch SUI,MF,M'Gladbach,de Bundesliga,19,1997,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
2399,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Freiburg,de Bundesliga,20,1996,24,24,2070,0,1,0,0,4,0,0,0.04,0.04,0,0.04,Matches
2400,Emir Spahić\Emir-Spahic,ba BIH,DF,Hamburger SV,de Bundesliga,35,1980,11,9,777,0,0,0,0,3,0,0,0,0,0,0,Matches
2401,Leonardo Spinazzola\Leonardo-Spinazzola,it ITA,MFFW,Atalanta,it Serie A,23,1993,30,28,2496,0,4,0,0,2,0,0,0.14,0.14,0,0.14,Matches
2402,Nicolás Spolli\Nicolas-Spolli,ar ARG,DF,Chievo,it Serie A,33,1983,21,15,1594,0,0,0,0,8,0,0,0,0,0,0,Matches
2403,Marco Sportiello\Marco-Sportiello,it ITA,GK,Fiorentina,it Serie A,24,1992,2,2,180,0,0,0,0,0,0,0,0,0,0,0,Matches
2404,Marco Sportiello\Marco-Sportiello,it ITA,GK,Atalanta,it Serie A,24,1992,8,8,720,0,0,0,0,1,0,0,0,0,0,0,Matches
2405,Sébastien Squillaci\Sebastien-Squillaci,fr FRA,DF,Bastia,fr Ligue 1,35,1980,10,10,855,0,0,0,0,2,0,0,0,0,0,0,Matches
2406,Bassem Srarfi\Bassem-Srarfi,tn TUN,FWMF,Nice,fr Ligue 1,19,1997,5,0,41,0,0,0,0,0,0,0,0,0,0,0,Matches
2407,Kostas Stafylidis\Kostas-Stafylidis,gr GRE,DFMF,Augsburg,de Bundesliga,22,1993,27,26,2240,4,0,0,0,6,0,0.16,0,0.16,0.16,0.16,Matches
2408,Benjamin Stambouli\Benjamin-Stambouli,fr FRA,MF,Schalke 04,de Bundesliga,25,1990,23,15,1297,0,0,0,0,3,1,0,0,0,0,0,Matches
2409,Junior Stanislas\Junior-Stanislas,eng ENG,MF,Bournemouth,eng Premier League,26,1989,21,18,1467,7,5,2,2,1,0,0.43,0.31,0.74,0.31,0.61,Matches
2410,Niklas Stark\Niklas-Stark,de GER,MFDF,Hertha BSC,de Bundesliga,21,1995,27,27,2349,1,0,0,0,6,0,0.04,0,0.04,0.04,0.04,Matches
2411,Tom Starke\Tom-Starke,de GER,GK,Bayern Munich,de Bundesliga,35,1981,3,3,270,0,0,0,0,0,0,0,0,0,0,0,Matches
2412,Markus Steinhöfer\Markus-Steinhofer,de GER,DFMF,Darmstadt 98,de Bundesliga,30,1986,7,3,323,0,1,0,0,0,0,0,0.28,0.28,0,0.28,Matches
2413,Maarten Stekelenburg\Maarten-Stekelenburg,nl NED,GK,Everton,eng Premier League,33,1982,19,19,1683,0,0,0,0,2,0,0,0,0,0,0,Matches
2414,Guglielmo Stendardo\Guglielmo-Stendardo,it ITA,DF,Atalanta,it Serie A,35,1981,1,0,45,0,0,0,0,0,0,0,0,0,0,0,Matches
2415,Guglielmo Stendardo\Guglielmo-Stendardo,it ITA,DF,Pescara,it Serie A,35,1981,9,9,645,0,0,0,0,1,0,0,0,0,0,0,Matches
2416,Marc Stendera\Marc-Stendera,de GER,MF,Eint Frankfurt,de Bundesliga,20,1995,2,2,129,0,0,0,0,0,0,0,0,0,0,0,Matches
2417,Pascal Stenzel\Pascal-Stenzel,de GER,DFMF,Freiburg,de Bundesliga,20,1996,19,14,1306,1,1,0,0,3,0,0.07,0.07,0.14,0.07,0.14,Matches
2418,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,eng Premier League,22,1994,17,15,1471,0,0,0,0,1,0,0,0,0,0,0,Matches
2419,Mariusz Stępiński\Mariusz-Stepinski,pl POL,FW,Nantes,fr Ligue 1,21,1995,21,16,1174,4,3,0,0,1,0,0.31,0.23,0.54,0.31,0.54,Matches
2420,Raheem Sterling\Raheem-Sterling,eng ENG,MFFW,Manchester City,eng Premier League,21,1994,33,29,2508,7,8,0,0,7,0,0.25,0.29,0.54,0.25,0.54,Matches
2421,Janek Sternberg\Janek-Sternberg,de GER,DF,Werder Bremen,de Bundesliga,23,1992,2,0,73,0,0,0,0,1,0,0,0,0,0,0,Matches
2422,Jhon Steven\Jhon-Steven,co COL,DF,Osasuna,es La Liga,21,1994,5,4,428,2,0,0,0,0,0,0.42,0,0.42,0.42,0.42,Matches
2423,Kevin Stewart\Kevin-Stewart,eng ENG,DFMF,Liverpool,eng Premier League,22,1993,4,0,20,0,0,0,0,0,0,0,0,0,0,0,Matches
