Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
506,Ben Chilwell\Ben-Chilwell,eng ENG,DFMF,Leicester City,eng Premier League,19,1996,12,7,699,1,0,0,0,2,0,0.13,0,0.13,0.13,0.13,Matches
507,Vlad Chiricheș\Vlad-Chiriches,ro ROU,DF,Napoli,it Serie A,26,1989,14,13,1124,2,0,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches
508,Ivaylo Chochev\Ivaylo-Chochev,bg BUL,MF,Palermo,it Serie A,23,1993,30,25,2286,3,3,0,0,4,0,0.12,0.12,0.24,0.12,0.24,Matches
509,Michaël Chrétien\Michael-Chretien,ma MAR,DF,Nancy,fr Ligue 1,32,1984,13,13,1124,0,0,0,0,1,0,0,0,0,0,0,Matches
510,Andreas Christensen\Andreas-Christensen,dk DEN,DF,M'Gladbach,de Bundesliga,20,1996,31,31,2781,2,0,0,0,1,0,0.06,0,0.06,0.06,0.06,Matches
511,Max Christiansen\Max-Christiansen,de GER,MF,Ingolstadt 04,de Bundesliga,19,1996,11,4,443,0,0,0,0,2,2,0,0,0,0,0,Matches
512,Lee Chung-yong\Lee-Chung-yong,kr KOR,MF,Crystal Palace,eng Premier League,28,1988,15,4,471,0,0,0,0,0,0,0,0,0,0,0,Matches
513,Michaël Ciani\Michael-Ciani,fr FRA,DF,Espanyol,es La Liga,32,1984,1,0,55,0,0,0,0,0,0,0,0,0,0,0,Matches
514,Michaël Ciani\Michael-Ciani,fr FRA,DF,Lorient,fr Ligue 1,32,1984,25,25,2167,3,0,0,0,5,0,0.12,0,0.12,0.12,0.12,Matches
515,Luca Cigarini\Luca-Cigarini,it ITA,MF,Sampdoria,it Serie A,30,1986,4,3,276,0,0,0,0,3,0,0,0,0,0,0,Matches
516,Per Ciljan Skjelbred\Per-Ciljan-Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,29,1987,26,25,2136,0,0,0,0,2,0,0,0,0,0,0,Matches
517,Jasper Cillessen\Jasper-Cillessen,nl NED,GK,Barcelona,es La Liga,27,1989,1,1,90,0,0,0,0,0,0,0,0,0,0,0,Matches
518,Thiago Cionek\Thiago-Cionek,pl POL,DF,Palermo,it Serie A,30,1986,29,26,2326,0,0,0,0,8,0,0,0,0,0,0,Matches
519,Gilles Cioni\Gilles-Cioni,fr FRA,DF,Bastia,fr Ligue 1,32,1984,25,23,2064,0,0,0,0,7,0,0,0,0,0,0,Matches
520,Issa Cissokho\Issa-Cissokho,sn SEN,DF,Angers,fr Ligue 1,31,1985,13,13,1158,0,2,0,0,2,1,0,0.16,0.16,0,0.16,Matches
521,Renato Civelli\Renato-Civelli,ar ARG,DF,Lille,fr Ligue 1,32,1983,13,12,1098,1,0,0,0,4,0,0.08,0,0.08,0.08,0.08,Matches
522,Claiton\Claiton,br BRA,DF,Crotone,it Serie A,31,1984,10,9,704,0,0,0,0,2,0,0,0,0,0,0,Matches
523,Jordy Clasie\Jordy-Clasie,nl NED,MF,Southampton,eng Premier League,25,1991,16,12,1021,1,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,Matches
524,Adam Clayton\Adam-Clayton,eng ENG,MF,Middlesbrough,eng Premier League,27,1989,34,32,2804,0,2,0,0,10,0,0,0.06,0.06,0,0.06,Matches
525,Cléber\Cleber,br BRA,DF,Hamburger SV,de Bundesliga,25,1990,5,5,325,0,0,0,0,1,1,0,0,0,0,0,Matches
526,Christian Clemens\Christian-Clemens,de GER,MF,Mainz 05,de Bundesliga,24,1991,3,2,188,0,0,0,0,0,0,0,0,0,0,0,Matches
527,Christian Clemens\Christian-Clemens,de GER,MFFW,Köln,de Bundesliga,24,1991,12,10,805,1,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,Matches
528,Jérémy Clément\Jeremy-Clement,fr FRA,MF,Saint-Étienne,fr Ligue 1,31,1984,5,3,335,0,0,0,0,0,0,0,0,0,0,0,Matches
529,Carlos Clerc\Carlos-Clerc,es ESP,DFMF,Osasuna,es La Liga,24,1992,25,22,1948,1,0,0,0,2,0,0.05,0,0.05,0.05,0.05,Matches
530,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,eng Premier League,26,1989,17,16,1441,0,2,0,0,3,0,0,0.12,0.12,0,0.12,Matches
531,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Everton,eng Premier League,26,1989,10,4,406,0,0,0,0,1,0,0,0,0,0,0,Matches
532,Gaël Clichy\Gael-Clichy,fr FRA,DF,Manchester City,eng Premier League,31,1985,25,24,2123,1,0,0,0,2,0,0.04,0,0.04,0.04,0.04,Matches
533,Sam Clucas\Sam-Clucas,eng ENG,MF,Hull City,eng Premier League,25,1990,37,36,3185,3,1,0,0,9,1,0.08,0.03,0.11,0.08,0.11,Matches
534,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Liverpool,eng Premier League,25,1991,37,37,3323,0,2,0,0,0,0,0,0.05,0.05,0,0.05,Matches
535,Marcus Coco\Marcus-Coco,fr FRA,MFFW,Guingamp,fr Ligue 1,20,1996,34,31,2612,4,2,0,0,6,0,0.14,0.07,0.21,0.14,0.21,Matches
536,Andrea Coda\Andrea-Coda,it ITA,DF,Pescara,it Serie A,31,1985,13,12,999,0,0,0,0,7,2,0,0,0,0,0,Matches
537,Fábio Coentrão\Fabio-Coentrao,pt POR,DF,Real Madrid,es La Liga,28,1988,3,2,169,0,0,0,0,0,0,0,0,0,0,0,Matches
538,Isaac Cofie\Isaac-Cofie,gh GHA,MF,Genoa,it Serie A,24,1991,15,11,1002,0,1,0,0,5,0,0,0.09,0.09,0,0.09,Matches
539,Renaud Cohade\Renaud-Cohade,fr FRA,MF,Metz,fr Ligue 1,31,1984,33,32,2782,1,4,0,0,11,1,0.03,0.13,0.16,0.03,0.16,Matches
540,Almog Cohen\Almog-Cohen,il ISR,MF,Ingolstadt 04,de Bundesliga,27,1988,31,29,2494,7,1,1,1,2,0,0.25,0.04,0.29,0.22,0.25,Matches
541,Coke\Coke,es ESP,DFMF,Schalke 04,de Bundesliga,29,1987,8,7,627,1,0,0,0,1,0,0.14,0,0.14,0.14,0.14,Matches
542,Antonio Čolak\Antonio-Colak,hr CRO,FW,Darmstadt 98,de Bundesliga,22,1993,22,12,1276,4,1,1,2,1,2,0.28,0.07,0.35,0.21,0.28,Matches
543,Emre Çolak\Emre-Colak,tr TUR,MF,La Coruña,es La Liga,25,1991,33,29,2462,3,6,0,1,5,0,0.11,0.22,0.33,0.11,0.33,Matches
544,Séamus Coleman\Seamus-Coleman,ie IRL,DFMF,Everton,eng Premier League,27,1988,26,26,2316,4,3,0,0,3,0,0.16,0.12,0.27,0.16,0.27,Matches
545,James Collins\James-Collins,wal WAL,DF,West Ham,eng Premier League,32,1983,22,19,1655,2,0,0,0,3,0,0.11,0,0.11,0.11,0.11,Matches
546,Roberto Colombo\Roberto-Colombo,it ITA,GK,Cagliari,it Serie A,40,1975,1,0,81,0,0,0,0,1,1,0,0,0,0,0,Matches
547,Fabio Coltorti\Fabio-Coltorti,ch SUI,GK,RB Leipzig,de Bundesliga,35,1980,1,1,90,0,0,0,0,0,0,0,0,0,0,0,Matches
548,Kingsley Coman\Kingsley-Coman,fr FRA,MFFW,Bayern Munich,de Bundesliga,20,1996,19,10,917,2,1,0,0,1,0,0.2,0.1,0.29,0.2,0.29,Matches
549,Marvin Compper\Marvin-Compper,de GER,DF,RB Leipzig,de Bundesliga,31,1985,25,25,2098,2,0,0,0,6,0,0.09,0,0.09,0.09,0.09,Matches
550,David Concha\David-Concha,es ESP,MF,Real Sociedad,es La Liga,19,1996,8,1,123,0,0,0,0,0,0,0,0,0,0,0,Matches
551,Daniel Congré\Daniel-Congre,fr FRA,DF,Montpellier,fr Ligue 1,31,1985,24,21,1815,1,0,0,0,2,1,0.05,0,0.05,0.05,0.05,Matches
552,Andrea Consigli\Andrea-Consigli,it ITA,GK,Sassuolo,it Serie A,29,1987,37,37,3330,0,0,0,0,1,0,0,0,0,0,0,Matches
553,Diego Contento\Diego-Contento,de GER,DF,Bordeaux,fr Ligue 1,26,1990,25,24,2103,0,1,0,0,3,0,0,0.04,0.04,0,0.04,Matches
554,Andrea Conti\Andrea-Conti,it ITA,MF,Atalanta,it Serie A,22,1994,33,31,2663,8,5,0,0,12,0,0.27,0.17,0.44,0.27,0.44,Matches
555,Lewis Cook\Lewis-Cook,eng ENG,MF,Bournemouth,eng Premier League,19,1997,6,4,432,0,1,0,0,1,0,0,0.21,0.21,0,0.21,Matches
556,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,eng Premier League,25,1991,38,38,3420,2,0,0,0,5,0,0.05,0,0.05,0.05,0.05,Matches
557,Duje Čop\Duje-Cop,hr CRO,FW,Sporting Gijón,es La Liga,26,1990,31,27,2269,9,3,3,4,6,0,0.36,0.12,0.48,0.24,0.36,Matches
558,Francis Coquelin\Francis-Coquelin,fr FRA,MF,Arsenal,eng Premier League,25,1991,29,22,1779,0,0,0,0,5,0,0,0,0,0,0,Matches
559,Sébastien Corchia\Sebastien-Corchia,fr FRA,DFMF,Lille,fr Ligue 1,25,1990,38,38,3416,1,1,0,0,4,0,0.03,0.03,0.05,0.03,0.05,Matches
560,Alex Cordaz\Alex-Cordaz,it ITA,GK,Crotone,it Serie A,33,1983,36,36,3236,0,0,0,0,2,1,0,0,0,0,0,Matches
561,Jhon Córdoba\Jhon-Cordoba,co COL,FW,Mainz 05,de Bundesliga,23,1993,29,27,2345,5,3,0,0,8,1,0.19,0.12,0.31,0.19,0.31,Matches
562,Benjamin Corgnet\Benjamin-Corgnet,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,29,1987,10,3,397,1,0,0,0,1,0,0.23,0,0.23,0.23,0.23,Matches
563,Jack Cork\Jack-Cork,eng ENG,MF,Swansea City,eng Premier League,27,1989,30,25,2232,0,0,0,0,7,0,0,0,0,0,0,Matches
564,Maxwel Cornet\Maxwel-Cornet,ci CIV,FWMF,Lyon,fr Ligue 1,19,1996,33,19,1899,6,2,0,0,1,0,0.28,0.09,0.38,0.28,0.38,Matches
565,Ángel Correa\Angel-Correa,ar ARG,MFFW,Atlético Madrid,es La Liga,21,1995,31,10,1241,4,7,0,0,6,0,0.29,0.51,0.8,0.29,0.8,Matches
566,Joaquín Correa\Joaquin-Correa,ar ARG,MFFW,Sevilla,es La Liga,21,1994,26,15,1318,4,0,0,0,6,0,0.27,0,0.27,0.27,0.27,Matches
567,Uroš Ćosić\Uros-Cosic,rs SRB,DF,Empoli,it Serie A,23,1992,14,8,961,0,0,0,0,1,0,0,0,0,0,0,Matches
568,Angelo da Costa Júnior\Angelo-da-Costa-Junior,br BRA,GK,Bologna,it Serie A,32,1983,18,17,1541,0,0,0,0,1,0,0,0,0,0,0,Matches
569,Andrea Costa\Andrea-Costa,it ITA,DF,Empoli,it Serie A,30,1986,26,25,2083,2,1,0,0,6,0,0.09,0.04,0.13,0.09,0.13,Matches
570,Danny da Costa\Danny-da-Costa,de GER,DF,Leverkusen,de Bundesliga,23,1993,3,1,111,0,0,0,0,0,0,0,0,0,0,0,Matches
571,Diego Costa\Diego-Costa,es ESP,FW,Chelsea,eng Premier League,27,1988,35,35,3082,20,6,0,1,10,0,0.58,0.18,0.76,0.58,0.76,Matches
572,Douglas Costa\Douglas-Costa,br BRA,MFFW,Bayern Munich,de Bundesliga,25,1990,23,14,1420,4,4,0,0,2,0,0.25,0.25,0.51,0.25,0.51,Matches
573,Filippo Costa\Filippo-Costa,it ITA,DFMF,Chievo,it Serie A,21,1995,1,0,50,0,0,0,0,0,0,0,0,0,0,0,Matches
574,Jaume Costa\Jaume-Costa,es ESP,DF,Villarreal,es La Liga,28,1988,31,30,2681,1,3,0,0,13,2,0.03,0.1,0.13,0.03,0.13,Matches
575,David Costas\David-Costas,es ESP,DF,Celta Vigo,es La Liga,21,1995,1,1,90,0,0,0,0,1,0,0,0,0,0,0,Matches
576,Benoît Costil\Benoit-Costil,fr FRA,GK,Rennes,fr Ligue 1,29,1987,38,38,3420,0,0,0,0,1,0,0,0,0,0,0,Matches
577,Karim Coulibaly\Karim-Coulibaly,fr FRA,FWMF,Nancy,fr Ligue 1,23,1993,9,6,560,0,0,0,0,0,0,0,0,0,0,0,Matches
578,Lassana Coulibaly\Lassana-Coulibaly,ml MLI,MF,Bastia,fr Ligue 1,20,1996,30,25,2277,0,2,0,0,4,0,0,0.08,0.08,0,0.08,Matches
579,Mamadou Coulibaly\Mamadou-Coulibaly,sn SEN,MF,Pescara,it Serie A,17,1999,9,6,486,0,0,0,0,4,0,0,0,0,0,0,Matches
580,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Chelsea,eng Premier League,24,1992,36,36,3240,0,0,0,0,1,0,0,0,0,0,0,Matches
581,Philippe Coutinho\Philippe-Coutinho,br BRA,FWMF,Liverpool,eng Premier League,24,1992,31,28,2227,13,8,0,0,2,0,0.53,0.32,0.85,0.53,0.85,Matches
582,Luca Crecco\Luca-Crecco,it ITA,MF,Lazio,it Serie A,20,1995,3,0,56,1,0,0,0,0,0,1.61,0,1.61,1.61,1.61,Matches
583,Alessandro Crescenzi\Alessandro-Crescenzi,it ITA,DFMF,Pescara,it Serie A,24,1991,21,14,1407,0,1,0,0,1,0,0,0.06,0.06,0,0.06,Matches
584,Aaron Cresswell\Aaron-Cresswell,eng ENG,DFMF,West Ham,eng Premier League,26,1989,26,24,2116,0,2,0,0,3,2,0,0.09,0.09,0,0.09,Matches
585,Lorenzo Crisetig\Lorenzo-Crisetig,it ITA,MF,Crotone,it Serie A,23,1993,32,29,2538,0,1,0,0,12,2,0,0.04,0.04,0,0.04,Matches
586,Bryan Cristante\Bryan-Cristante,it ITA,MF,Atalanta,it Serie A,21,1995,12,7,664,3,2,0,0,1,0,0.41,0.27,0.68,0.41,0.68,Matches
587,Bryan Cristante\Bryan-Cristante,it ITA,MF,Pescara,it Serie A,21,1995,16,10,979,0,0,0,0,1,0,0,0,0,0,0,Matches
588,Sebastián Cristóforo\Sebastian-Cristoforo,uy URU,MF,Fiorentina,it Serie A,22,1993,19,7,691,0,2,0,0,1,0,0,0.26,0.26,0,0.26,Matches
589,Enzo Crivelli\Enzo-Crivelli,fr FRA,FW,Bastia,fr Ligue 1,21,1995,24,24,2073,10,1,0,1,7,2,0.43,0.04,0.48,0.43,0.48,Matches
590,Daniele Croce\Daniele-Croce,it ITA,MF,Empoli,it Serie A,33,1982,35,32,2929,1,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,Matches
591,Luca Crosta\Luca-Crosta,it ITA,GK,Cagliari,it Serie A,18,1998,1,1,90,0,0,0,0,0,0,0,0,0,0,0,Matches
592,Peter Crouch\Peter-Crouch,eng ENG,FW,Stoke City,eng Premier League,35,1981,27,13,1343,7,2,0,0,3,0,0.47,0.13,0.6,0.47,0.6,Matches
593,Juan Cuadrado\Juan-Cuadrado,co COL,MFFW,Juventus,it Serie A,28,1988,30,21,2096,2,6,0,0,8,0,0.09,0.26,0.34,0.09,0.34,Matches
594,Adrián Cubas\Adrian-Cubas,py PAR,MF,Pescara,it Serie A,20,1996,1,0,9,0,0,0,0,0,0,0,0,0,0,0,Matches
595,Iván Cuéllar\Ivan-Cuellar,es ESP,GK,Sporting Gijón,es La Liga,32,1984,36,36,3240,0,0,0,0,5,0,0,0,0,0,0,Matches
596,Isaac Cuenca\Isaac-Cuenca,es ESP,MFDF,Granada,es La Liga,25,1991,25,18,1749,2,0,0,0,4,0,0.1,0,0.1,0.1,0.1,Matches
597,Joffrey Cuffaut\Joffrey-Cuffaut,fr FRA,DF,Nancy,fr Ligue 1,28,1988,30,29,2568,1,1,0,0,8,0,0.04,0.04,0.07,0.04,0.07,Matches
598,Giuseppe Cuomo\Giuseppe-Cuomo,it ITA,DF,Crotone,it Serie A,18,1998,1,0,4,0,0,0,0,0,0,0,0,0,0,0,Matches
599,Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Milan,it Serie A,18,1998,1,0,6,0,0,0,0,1,0,0,0,0,0,0,Matches
600,Wylan Cyprien\Wylan-Cyprien,fr FRA,MF,Nice,fr Ligue 1,21,1995,29,27,2431,8,3,0,0,2,0,0.3,0.11,0.41,0.3,0.41,Matches
601,Marco D'Alessandro\Marco-DAlessandro,it ITA,MFFW,Atalanta,it Serie A,25,1991,24,4,767,1,1,0,0,2,0,0.12,0.12,0.23,0.12,0.23,Matches
602,Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,Inter,it Serie A,27,1988,32,32,2829,3,3,0,0,4,0,0.1,0.1,0.19,0.1,0.19,Matches
603,Damien Da Silva\Damien-Da-Silva,fr FRA,DF,Caen,fr Ligue 1,28,1988,36,36,3167,0,2,0,0,4,3,0,0.06,0.06,0,0.06,Matches
604,Bryan Dabo\Bryan-Dabo,bf BFA,MFDF,Saint-Étienne,fr Ligue 1,24,1992,14,8,643,0,0,0,0,3,0,0,0,0,0,0,Matches
605,Mouhamadou Dabo\Mouhamadou-Dabo,fr FRA,DF,Caen,fr Ligue 1,29,1986,2,2,146,0,0,0,0,1,0,0,0,0,0,0,Matches
606,Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,M'Gladbach,de Bundesliga,20,1996,28,26,2274,2,6,0,0,3,0,0.08,0.24,0.32,0.08,0.32,Matches
607,Dario Dainelli\Dario-Dainelli,it ITA,DF,Chievo,it Serie A,37,1979,26,25,2191,0,0,0,0,8,0,0,0,0,0,0,Matches
608,Felipe dal Belo\Felipe-dal-Belo,br BRA,DF,Udinese,it Serie A,32,1984,32,31,2813,1,0,0,0,9,0,0.03,0,0.03,0.03,0.03,Matches
609,Maurice Dalé\Maurice-Dale,fr FRA,FW,Nancy,fr Ligue 1,31,1985,25,16,1462,3,4,0,0,1,0,0.18,0.25,0.43,0.18,0.43,Matches
610,Gaël Danic\Gael-Danic,fr FRA,MF,Bastia,fr Ligue 1,34,1981,29,19,1843,4,3,0,0,8,2,0.2,0.15,0.34,0.2,0.34,Matches
611,Charlie Daniels\Charlie-Daniels,eng ENG,DF,Bournemouth,eng Premier League,29,1986,34,34,3060,4,3,0,0,1,0,0.12,0.09,0.21,0.12,0.21,Matches
612,Danilo\Danilo,br BRA,DF,Real Madrid,es La Liga,25,1991,17,17,1484,1,2,0,0,2,0,0.06,0.12,0.18,0.06,0.18,Matches
613,Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,eng Premier League,29,1987,23,19,1797,3,1,0,0,2,0,0.15,0.05,0.2,0.15,0.2,Matches
614,Kevin Danso\Kevin-Danso,at AUT,DF,Augsburg,de Bundesliga,17,1998,7,7,612,0,0,0,0,0,0,0,0,0,0,0,Matches
615,Dante\Dante,br BRA,DF,Nice,fr Ligue 1,32,1983,33,33,2970,0,3,0,0,5,0,0,0.09,0.09,0,0.09,Matches
616,Romain Danzé\Romain-Danze,fr FRA,DF,Rennes,fr Ligue 1,30,1986,35,34,3092,0,2,0,0,2,0,0,0.06,0.06,0,0.06,Matches
617,Sergi Darder\Sergi-Darder,es ESP,MF,Lyon,fr Ligue 1,22,1993,23,15,1414,1,2,0,0,3,0,0.06,0.13,0.19,0.06,0.19,Matches
618,Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,de Bundesliga,25,1990,25,21,2041,2,2,0,0,6,0,0.09,0.09,0.18,0.09,0.18,Matches
619,Matteo Darmian\Matteo-Darmian,it ITA,DF,Manchester Utd,eng Premier League,26,1989,18,15,1333,0,0,0,0,3,0,0,0,0,0,0,Matches
620,Ben Davies\Ben-Davies,wal WAL,DFMF,Tottenham,eng Premier League,23,1993,23,18,1739,1,3,0,0,1,0,0.05,0.16,0.21,0.05,0.21,Matches
621,Curtis Davies\Curtis-Davies,eng ENG,DF,Hull City,eng Premier League,31,1985,26,25,2135,0,2,0,0,4,0,0,0.08,0.08,0,0.08,Matches
622,Tom Davies\Tom-Davies,eng ENG,MF,Everton,eng Premier League,18,1998,24,18,1544,2,3,0,0,4,0,0.12,0.17,0.29,0.12,0.29,Matches
623,Steven Davis\Steven-Davis,nir NIR,MF,Southampton,eng Premier League,31,1985,32,29,2643,0,3,0,0,3,0,0,0.1,0.1,0,0.1,Matches
624,Craig Dawson\Craig-Dawson,eng ENG,DF,West Brom,eng Premier League,26,1990,37,37,3276,4,0,0,0,10,0,0.11,0,0.11,0.11,0.11,Matches
625,Michael Dawson\Michael-Dawson,eng ENG,DF,Hull City,eng Premier League,32,1983,22,19,1722,3,0,0,0,4,0,0.16,0,0.16,0.16,0.16,Matches
626,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,eng Premier League,25,1991,36,33,2877,6,17,0,1,4,0,0.19,0.53,0.72,0.19,0.72,Matches
627,Pietro De Giorgio\Pietro-De-Giorgio,it ITA,MF,Crotone,it Serie A,33,1983,1,0,11,0,0,0,0,0,0,0,0,0,0,0,Matches
628,Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Fiorentina,it Serie A,29,1987,6,6,540,0,0,0,0,1,0,0,0,0,0,0,Matches
629,Rodrigo De Paul\Rodrigo-De-Paul,ar ARG,FWMF,Udinese,it Serie A,22,1994,34,32,2337,4,1,0,0,7,1,0.15,0.04,0.19,0.15,0.19,Matches
630,Nill De Pauw\Nill-De-Pauw,cd COD,FWMF,Guingamp,fr Ligue 1,26,1990,28,3,761,4,2,0,0,1,0,0.47,0.24,0.71,0.47,0.71,Matches
631,Daniele De Rossi\Daniele-De-Rossi,it ITA,MF,Roma,it Serie A,33,1983,31,27,2341,4,4,2,2,9,0,0.15,0.15,0.31,0.08,0.23,Matches
632,Morgan De Sanctis\Morgan-De-Sanctis,it ITA,GK,Monaco,fr Ligue 1,39,1977,1,1,90,0,0,0,0,0,0,0,0,0,0,0,Matches
633,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Milan,it Serie A,23,1992,25,23,2091,0,2,0,0,4,0,0,0.09,0.09,0,0.09,Matches
634,Lorenzo De Silvestri\Lorenzo-De-Silvestri,it ITA,DF,Torino,it Serie A,28,1988,16,15,1254,1,3,0,0,1,0,0.07,0.22,0.29,0.07,0.29,Matches
635,Lucas Deaux\Lucas-Deaux,fr FRA,MF,Guingamp,fr Ligue 1,27,1988,38,35,3075,2,5,0,0,4,0,0.06,0.15,0.2,0.06,0.2,Matches
636,Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,Arsenal,eng Premier League,31,1985,1,1,15,0,0,0,0,0,0,0,0,0,0,0,Matches
637,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,eng Premier League,28,1988,37,31,2944,10,4,3,3,7,0,0.31,0.12,0.43,0.21,0.34,Matches
638,Jermain Defoe\Jermain-Defoe,eng ENG,FW,Sunderland,eng Premier League,33,1982,37,37,3321,15,2,5,5,1,0,0.41,0.05,0.46,0.27,0.33,Matches
639,Steven Defour\Steven-Defour,be BEL,MF,Burnley,eng Premier League,28,1988,21,16,1068,1,3,0,0,1,0,0.08,0.25,0.34,0.08,0.34,Matches
640,Grégoire Defrel\Gregoire-Defrel,mq MTQ,FW,Sassuolo,it Serie A,25,1991,29,23,1954,12,2,1,1,1,0,0.55,0.09,0.64,0.51,0.6,Matches
641,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Cagliari,it Serie A,20,1995,5,3,244,0,0,0,0,2,0,0,0,0,0,0,Matches
642,Damien Delaney\Damien-Delaney,ie IRL,DF,Crystal Palace,eng Premier League,35,1981,30,21,2014,0,2,0,0,8,0,0,0.09,0.09,0,0.09,Matches
643,Thomas Delaney\Thomas-Delaney,dk DEN,MF,Werder Bremen,de Bundesliga,24,1991,13,11,916,4,1,0,0,3,0,0.39,0.1,0.49,0.39,0.49,Matches
644,Jonathan Delaplace\Jonathan-Delaplace,fr FRA,MF,Caen,fr Ligue 1,30,1986,33,31,2637,0,4,0,0,3,0,0,0.14,0.14,0,0.14,Matches
645,Paul Delecroix\Paul-Delecroix,fr FRA,GK,Lorient,fr Ligue 1,27,1988,7,7,630,0,0,0,0,1,0,0,0,0,0,0,Matches
646,Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Sassuolo,it Serie A,22,1994,9,9,775,0,0,0,0,0,0,0,0,0,0,0,Matches
647,Andy Delort\Andy-Delort,dz ALG,FW,Toulouse,fr Ligue 1,24,1991,15,15,1218,5,1,1,2,0,0,0.37,0.07,0.44,0.3,0.37,Matches
648,Fabian Delph\Fabian-Delph,eng ENG,MF,Manchester City,eng Premier League,26,1989,7,2,224,1,0,0,0,1,0,0.4,0,0.4,0.4,0.4,Matches
649,Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,eng Premier League,29,1987,30,24,2056,1,1,0,0,5,0,0.04,0.04,0.09,0.04,0.09,Matches
650,Ousmane Dembélé\Ousmane-Dembele,fr FRA,MFFW,Dortmund,de Bundesliga,19,1997,32,22,2036,6,11,0,0,7,0,0.27,0.49,0.75,0.27,0.75,Matches
651,Martín Demichelis\Martin-Demichelis,ar ARG,DF,Málaga,es La Liga,35,1980,10,7,680,0,0,0,0,3,0,0,0,0,0,0,Matches
652,Martín Demichelis\Martin-Demichelis,ar ARG,DF,Espanyol,es La Liga,35,1980,2,1,100,0,0,0,0,0,0,0,0,0,0,0,Matches
653,Kerem Demirbay\Kerem-Demirbay,de GER,MF,Hoffenheim,de Bundesliga,23,1993,28,27,2169,6,8,0,0,4,0,0.25,0.33,0.58,0.25,0.58,Matches
654,Diego Demme\Diego-Demme,de GER,MF,RB Leipzig,de Bundesliga,24,1991,32,32,2870,1,3,0,0,4,0,0.03,0.09,0.13,0.03,0.13,Matches
655,Jason Denayer\Jason-Denayer,be BEL,MFDF,Sunderland,eng Premier League,21,1995,24,22,1877,0,0,0,0,2,0,0,0,0,0,0,Matches
656,Fabio Depaoli\Fabio-Depaoli,it ITA,MFDF,Chievo,it Serie A,19,1997,6,5,446,0,0,0,0,2,2,0,0,0,0,0,Matches
657,Memphis Depay\Memphis-Depay,nl NED,FWMF,Manchester Utd,eng Premier League,22,1994,4,0,24,0,0,0,0,1,0,0,0,0,0,0,Matches
658,Memphis Depay\Memphis-Depay,nl NED,MFFW,Lyon,fr Ligue 1,22,1994,17,13,1188,5,6,0,0,1,0,0.38,0.45,0.83,0.38,0.83,Matches
659,Quentin Depehi\Quentin-Depehi,fr FRA,FW,Toulouse,fr Ligue 1,18,1997,1,0,12,0,0,0,0,0,0,0,0,0,0,0,Matches
660,Mathieu Deplagne\Mathieu-Deplagne,fr FRA,DF,Montpellier,fr Ligue 1,24,1991,19,14,1125,0,1,0,0,5,0,0,0.08,0.08,0,0.08,Matches
661,Mike van der Hoorn\Mike-van-der-Hoorn,nl NED,DF,Swansea City,eng Premier League,23,1992,8,7,662,1,0,0,0,1,0,0.14,0,0.14,0.14,0.14,Matches
662,Daniele Dessena\Daniele-Dessena,it ITA,MF,Cagliari,it Serie A,29,1987,18,16,1185,2,0,0,0,4,1,0.15,0,0.15,0.15,0.15,Matches
663,Mattia Destro\Mattia-Destro,it ITA,FW,Bologna,it Serie A,25,1991,30,28,2467,11,0,0,1,4,0,0.4,0,0.4,0.4,0.4,Matches
664,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FWMF,Everton,eng Premier League,22,1994,11,4,460,0,0,0,0,1,0,0,0,0,0,0,Matches
665,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FWMF,Milan,it Serie A,22,1994,17,16,1459,4,3,0,0,4,0,0.25,0.19,0.43,0.25,0.43,Matches
666,Deyverson\Deyverson,br BRA,FW,Alavés,es La Liga,25,1991,32,29,2577,7,1,0,0,14,0,0.24,0.03,0.28,0.24,0.28,Matches
