Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
2249,Luigi Sepe\Luigi-Sepe,it ITA,GK,Parma,it Serie A,27,1991,37,37,3330,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,Matches
2250,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,de Bundesliga,21,1997,26,20,1729,2,1,0,0,4,2,0.1,0.05,0.16,0.1,0.16,2.4,2.4,2,0.13,0.11,0.23,0.13,0.23,Matches
2251,Jean Seri\Jean-Seri,ci CIV,MF,Fulham,eng Premier League,27,1991,32,27,2244,1,2,0,0,6,0,0.04,0.08,0.12,0.04,0.12,1.1,1.1,3.8,0.04,0.15,0.2,0.04,0.2,Matches
2252,Leonardo Sernicola\Leonardo-Sernicola,it ITA,FW,Sassuolo,it Serie A,21,1997,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2253,Julien Serrano\Julien-Serrano,fr FRA,MFDF,Monaco,fr Ligue 1,20,1998,3,1,119,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.2,0.2,0.12,0.32,0.2,0.32,Matches
2254,Grégory Sertic\Gregory-Sertic,fr FRA,MF,Marseille,fr Ligue 1,28,1989,4,1,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
2255,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,FWDF,Fulham,eng Premier League,18,2000,35,26,2300,2,6,0,0,0,0,0.08,0.23,0.31,0.08,0.31,3.2,3.2,4.8,0.12,0.19,0.31,0.12,0.31,Matches
2256,Paik Seung-ho\Paik-Seung-ho,kr KOR,FWMF,Girona,es La Liga,21,1997,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
2257,Stephan El Shaarawy\Stephan-El-Shaarawy,it ITA,FW,Roma,it Serie A,25,1992,28,23,2104,11,3,0,0,2,0,0.47,0.13,0.6,0.47,0.6,7.2,7.2,5.7,0.31,0.24,0.55,0.31,0.55,Matches
2258,Meritan Shabani\Meritan-Shabani,al ALB,FW,Bayern Munich,de Bundesliga,19,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2259,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FWMF,Liverpool,eng Premier League,26,1991,24,11,1064,6,3,0,0,2,0,0.51,0.25,0.76,0.51,0.76,3.7,3.7,1.9,0.32,0.16,0.47,0.32,0.47,Matches
2260,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,eng Premier League,23,1995,29,29,2591,1,4,0,0,11,0,0.03,0.14,0.17,0.03,0.17,1,1,3.5,0.04,0.12,0.16,0.04,0.16,Matches
2261,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,26,1992,16,10,948,1,1,0,0,1,0,0.09,0.09,0.19,0.09,0.19,1,1,1.4,0.09,0.13,0.22,0.09,0.22,Matches
2262,Gaku Shibasaki\Gaku-Shibasaki,jp JPN,MFFW,Getafe,es La Liga,26,1992,7,5,389,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.08,0.02,0.1,0.08,0.1,Matches
2263,Gen Shoji\Gen-Shoji,jp JPN,DF,Toulouse,fr Ligue 1,25,1992,18,18,1620,0,0,0,0,2,0,0,0,0,0,0,0,0,0.9,0,0.05,0.05,0,0.05,Matches
2264,Djibril Sidibé\Djibril-Sidibe,fr FRA,DFMF,Monaco,fr Ligue 1,26,1992,26,22,2076,0,2,0,0,5,0,0,0.09,0.09,0,0.09,1.4,1.4,3.8,0.06,0.16,0.23,0.06,0.23,Matches
2265,Kalidou Sidibé\Kalidou-Sidibe,fr FRA,MF,Toulouse,fr Ligue 1,19,1999,20,18,1259,1,0,0,0,8,0,0.07,0,0.07,0.07,0.07,0.3,0.3,0.2,0.02,0.01,0.03,0.02,0.03,Matches
2266,Sidnei\Sidnei,br BRA,DF,Betis,es La Liga,28,1989,24,20,1742,1,0,0,0,4,0,0.05,0,0.05,0.05,0.05,1.3,1.3,0.1,0.07,0,0.07,0.07,0.07,Matches
2267,Theoson Siebatcheu\Theoson-Siebatcheu,fr FRA,FW,Rennes,fr Ligue 1,22,1996,15,7,608,3,1,0,0,0,0,0.44,0.15,0.59,0.44,0.59,3.8,3.8,0.1,0.56,0.02,0.58,0.56,0.58,Matches
2268,Francisco Sierralta\Francisco-Sierralta,cl CHI,DF,Parma,it Serie A,21,1997,6,2,269,0,0,0,0,2,0,0,0,0,0,0,0,0,0.4,0,0.15,0.15,0,0.15,Matches
2269,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,eng Premier League,28,1989,38,36,3117,13,6,2,5,3,0,0.38,0.17,0.55,0.32,0.49,10.8,6.9,7,0.31,0.2,0.51,0.2,0.4,Matches
2270,Luca Siligardi\Luca-Siligardi,it ITA,FW,Parma,it Serie A,30,1988,29,19,1639,1,2,0,0,2,0,0.05,0.11,0.16,0.05,0.16,1.8,1.8,2.6,0.1,0.14,0.24,0.1,0.24,Matches
2271,Adrien Silva\Adrien-Silva,pt POR,MF,Leicester City,eng Premier League,29,1989,2,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2272,Adrien Silva\Adrien-Silva,pt POR,MF,Monaco,fr Ligue 1,29,1989,15,13,1184,0,0,0,0,6,0,0,0,0,0,0,0.2,0.2,0.5,0.02,0.04,0.06,0.02,0.06,Matches
2273,André Silva\Andre-Silva,pt POR,FW,Sevilla,es La Liga,22,1995,27,25,2159,9,0,0,0,4,0,0.38,0,0.38,0.38,0.38,9.6,9.6,4,0.4,0.17,0.57,0.4,0.57,Matches
2274,Bernardo Silva\Bernardo-Silva,pt POR,MFFW,Manchester City,eng Premier League,23,1994,36,31,2854,7,7,0,0,3,0,0.22,0.22,0.44,0.22,0.44,6.5,6.5,7.4,0.21,0.23,0.44,0.21,0.44,Matches
2275,David Silva\David-Silva,es ESP,MF,Manchester City,eng Premier League,32,1986,33,28,2401,6,8,0,0,2,0,0.22,0.3,0.52,0.22,0.52,6.9,6.9,9,0.26,0.34,0.6,0.26,0.6,Matches
2276,Gabriel Silva\Gabriel-Silva,br BRA,DFMF,Saint-Étienne,fr Ligue 1,27,1991,19,16,1429,0,2,0,0,1,0,0,0.13,0.13,0,0.13,0.6,0.6,1.4,0.04,0.09,0.13,0.04,0.13,Matches
2277,Jonathan Silva\Jonathan-Silva,ar ARG,DF,Leganés,es La Liga,24,1994,30,30,2700,3,6,0,0,9,0,0.1,0.2,0.3,0.1,0.3,1.6,1.6,3.4,0.05,0.11,0.17,0.05,0.17,Matches
2278,Matheus Pereira da Silva\Matheus-Pereira-da-Silva,br BRA,MF,Juventus,it Serie A,20,1998,3,1,92,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.09,0.04,0.13,0.09,0.13,Matches
2279,Thiago Silva\Thiago-Silva,br BRA,DF,Paris S-G,fr Ligue 1,33,1984,25,24,2077,0,1,0,0,4,0,0,0.04,0.04,0,0.04,0.9,0.9,0.6,0.04,0.03,0.06,0.04,0.06,Matches
2280,Xande Silva\Xande-Silva,pt POR,FW,West Ham,eng Premier League,21,1997,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.33,0.1,0.43,0.33,0.43,Matches
2281,Matías Silvestre\Matias-Silvestre,ar ARG,DF,Empoli,it Serie A,33,1984,34,34,3060,2,0,0,0,6,0,0.06,0,0.06,0.06,0.06,0.8,0.8,0.1,0.02,0,0.03,0.02,0.03,Matches
2282,Giovanni Simeone\Giovanni-Simeone,ar ARG,FW,Fiorentina,it Serie A,23,1995,36,27,2454,6,3,0,0,2,0,0.22,0.11,0.33,0.22,0.33,10.7,10.7,3,0.39,0.11,0.5,0.39,0.5,Matches
2283,Lorenco Šimi?\Lorenco-Simic,hr CRO,DF,SPAL,it Serie A,22,1996,8,2,238,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,0.35,0,0.35,0.35,0.35,Matches
2284,Moses Simon\Moses-Simon,ng NGA,DFMF,Levante,es La Liga,23,1995,19,8,785,0,1,0,0,1,0,0,0.11,0.11,0,0.11,1.1,1.1,0.5,0.13,0.06,0.19,0.13,0.19,Matches
2285,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,es La Liga,21,1997,7,7,630,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2286,Danny Simpson\Danny-Simpson,eng ENG,DF,Leicester City,eng Premier League,31,1987,6,3,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2287,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,eng Premier League,21,1996,6,4,403,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.03,0.01,0.04,0.03,0.04,Matches
2288,Josh Sims\Josh-Sims,eng ENG,FWMF,Southampton,eng Premier League,21,1997,7,2,212,0,1,0,0,0,0,0,0.42,0.42,0,0.42,0.6,0.6,0.5,0.25,0.22,0.47,0.25,0.47,Matches
2289,Giovanni Sio\Giovanni-Sio,ci CIV,FW,Montpellier,fr Ligue 1,29,1989,1,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches
2290,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Leganés,es La Liga,29,1988,34,34,2962,1,0,0,0,5,0,0.03,0,0.03,0.03,0.03,1.6,1.6,1.3,0.05,0.04,0.09,0.05,0.09,Matches
2291,Salvatore Sirigu\Salvatore-Sirigu,it ITA,GK,Torino,it Serie A,31,1987,36,36,3169,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2292,Ibrahima Sissoko\Ibrahima-Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,20,1997,32,30,2665,3,2,0,0,9,0,0.1,0.07,0.17,0.1,0.17,1.5,1.5,2.7,0.05,0.09,0.14,0.05,0.14,Matches
2293,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,eng Premier League,28,1989,29,27,2330,0,3,0,0,2,0,0,0.12,0.12,0,0.12,1.2,1.2,2.4,0.04,0.09,0.14,0.04,0.14,Matches
2294,Pione Sisto\Pione-Sisto,dk DEN,FWMF,Celta Vigo,es La Liga,23,1995,25,8,844,2,1,0,0,0,0,0.21,0.11,0.32,0.21,0.32,1.4,1.4,1.2,0.15,0.13,0.27,0.15,0.27,Matches
2295,Antonio Sivera\Antonio-Sivera,es ESP,GK,Alavés,es La Liga,21,1996,3,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.04,0.04,0,0.04,Matches
2296,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Montpellier,fr Ligue 1,23,1995,37,35,3090,3,2,0,0,5,0,0.09,0.06,0.15,0.09,0.15,1.2,1.2,1.5,0.04,0.04,0.08,0.04,0.08,Matches
2297,Oliver Skipp\Oliver-Skipp,eng ENG,MFFW,Tottenham,eng Premier League,17,2000,8,2,220,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.02,0.01,0.03,0.02,0.03,Matches
2298,?ukasz Skorupski\Lukasz-Skorupski,pl POL,GK,Bologna,it Serie A,27,1991,38,38,3420,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2299,Milan Škriniar\Milan-Skriniar,sk SVK,DF,Inter,it Serie A,23,1995,35,35,3150,0,1,0,0,4,0,0,0.03,0.03,0,0.03,1,1,0.3,0.03,0.01,0.03,0.03,0.03,Matches
2300,Steven Skrzybski\Steven-Skrzybski,de GER,FWMF,Schalke 04,de Bundesliga,25,1992,12,8,664,3,1,0,0,1,0,0.41,0.14,0.54,0.41,0.54,2.3,2.3,1.4,0.31,0.18,0.5,0.31,0.5,Matches
2301,Petar Škuleti?\Petar-Skuletic,rs SRB,FWMF,Montpellier,fr Ligue 1,28,1990,28,4,603,1,1,0,0,0,0,0.15,0.15,0.3,0.15,0.3,3.3,3.3,0.8,0.49,0.12,0.61,0.49,0.61,Matches
2302,Callum Slattery\Callum-Slattery,eng ENG,MF,Southampton,eng Premier League,19,1999,3,1,112,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.14,0,0.14,0.14,0.14,Matches
2303,Naïm Sliti\Naim-Sliti,tn TUN,MFFW,Dijon,fr Ligue 1,26,1992,35,25,2286,3,4,1,1,2,0,0.12,0.16,0.28,0.08,0.24,5.4,4.6,6.3,0.21,0.25,0.46,0.18,0.43,Matches
2304,Chris Smalling\Chris-Smalling,eng ENG,DF,Manchester Utd,eng Premier League,28,1989,24,24,2127,1,0,0,0,1,0,0.04,0,0.04,0.04,0.04,1.1,1.1,0.4,0.05,0.02,0.06,0.05,0.06,Matches
2305,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,eng Premier League,27,1991,25,25,2066,1,1,0,0,5,1,0.04,0.04,0.09,0.04,0.09,0.4,0.4,0.8,0.02,0.04,0.05,0.02,0.05,Matches
2306,Tommy Smith\Tommy-Smith,eng ENG,DF,Huddersfield,eng Premier League,26,1992,15,13,1141,0,0,0,0,2,1,0,0,0,0,0,0,0,0.5,0,0.04,0.04,0,0.04,Matches
2307,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,RB Leipzig,de Bundesliga,18,2000,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2308,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Ham,eng Premier League,30,1987,33,25,2220,2,5,0,0,10,0,0.08,0.2,0.28,0.08,0.28,2.3,2.3,4.9,0.09,0.2,0.29,0.09,0.29,Matches
2309,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,eng Premier League,26,1991,18,16,1495,1,2,0,0,4,0,0.06,0.12,0.18,0.06,0.18,0.3,0.3,1.2,0.02,0.07,0.09,0.02,0.09,Matches
2310,Cédric Soares\Cedric-Soares,pt POR,DF,Inter,it Serie A,26,1991,4,3,259,0,1,0,0,0,0,0,0.35,0.35,0,0.35,0.2,0.2,0.3,0.05,0.1,0.15,0.05,0.15,Matches
2311,Ramadan Sobhi\Ramadan-Sobhi,eg EGY,FW,Huddersfield,eng Premier League,21,1997,4,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.29,0.29,0,0.29,Matches
2312,Marcel Sobottka\Marcel-Sobottka,de GER,MF,Düsseldorf,de Bundesliga,24,1994,14,11,942,0,0,0,0,3,0,0,0,0,0,0,0.6,0.6,0.1,0.06,0.01,0.06,0.06,0.06,Matches
2313,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Valencia,es La Liga,26,1992,4,2,193,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.1,0.11,0.03,0.14,0.11,0.14,Matches
2314,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Alavés,es La Liga,26,1992,20,10,965,3,1,0,0,2,0,0.28,0.09,0.37,0.28,0.37,2.3,2.3,1.1,0.22,0.1,0.32,0.22,0.32,Matches
2315,Danilo Soddimo\Danilo-Soddimo,it ITA,MF,Frosinone,it Serie A,30,1987,10,1,252,0,1,0,0,2,0,0,0.36,0.36,0,0.36,0.2,0.2,0.4,0.08,0.16,0.24,0.08,0.24,Matches
2316,Alex Sola\Alex-Sola,es ESP,DF,Real Sociedad,es La Liga,19,1999,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.12,0.1,0.22,0.12,0.22,Matches
2317,Dominic Solanke\Dominic-Solanke,eng ENG,FW,Bournemouth,eng Premier League,20,1997,10,2,347,0,1,0,0,0,0,0,0.26,0.26,0,0.26,0.9,0.9,0.6,0.23,0.16,0.39,0.23,0.39,Matches
2318,Andrés Solano\Andres-Solano,co COL,DF,Atlético Madrid,es La Liga,20,1998,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2319,Carlos Soler\Carlos-Soler,es ESP,MF,Valencia,es La Liga,21,1997,31,27,2460,2,6,0,0,9,0,0.07,0.22,0.29,0.07,0.29,3.1,3.1,3.9,0.11,0.14,0.26,0.11,0.26,Matches
2320,Oumar Solet\Oumar-Solet,fr FRA,DF,Lyon,fr Ligue 1,18,2000,1,1,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2321,Yann Sommer\Yann-Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,29,1988,34,34,3060,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2322,Kévin Soni\Kevin-Soni,cm CMR,FWDF,Girona,es La Liga,20,1998,5,1,82,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.17,0.37,0.2,0.37,Matches
2323,Jérémy Sorbon\Jeremy-Sorbon,fr FRA,DF,Guingamp,fr Ligue 1,34,1983,33,29,2647,1,0,0,0,2,0,0.03,0,0.03,0.03,0.03,1.5,1.5,0.4,0.05,0.01,0.06,0.05,0.06,Matches
2324,Oliver Sorg\Oliver-Sorg,de GER,DF,Hannover 96,de Bundesliga,28,1990,19,18,1580,0,0,0,0,6,1,0,0,0,0,0,0.1,0.1,0.4,0,0.02,0.02,0,0.02,Matches
2325,David Soria\David-Soria,es ESP,GK,Getafe,es La Liga,25,1993,37,37,3330,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,Matches
2326,Juan Soriano\Juan-Soriano,es ESP,GK,Sevilla,es La Liga,20,1997,4,4,359,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2327,Roberto Soriano\Roberto-Soriano,it ITA,MFFW,Torino,it Serie A,27,1991,11,6,468,0,2,0,0,1,0,0,0.38,0.38,0,0.38,0.3,0.3,0.8,0.05,0.16,0.21,0.05,0.21,Matches
2328,Roberto Soriano\Roberto-Soriano,it ITA,MF,Bologna,it Serie A,27,1991,17,17,1489,2,2,0,0,5,0,0.12,0.12,0.24,0.12,0.24,3.2,3.2,1.7,0.2,0.1,0.3,0.2,0.3,Matches
2329,Stefano Sorrentino\Stefano-Sorrentino,it ITA,GK,Chievo,it Serie A,39,1979,31,31,2789,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,Matches
2330,Borna Sosa\Borna-Sosa,hr CRO,DFMF,Stuttgart,de Bundesliga,20,1998,12,7,616,0,1,0,0,3,0,0,0.15,0.15,0,0.15,0.3,0.3,1.3,0.05,0.19,0.24,0.05,0.24,Matches
2331,Sebastian Soto\Sebastian-Soto,us USA,MF,Hannover 96,de Bundesliga,18,2000,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0,0.09,Matches
2332,Riccardo Sottil\Riccardo-Sottil,it ITA,FWMF,Fiorentina,it Serie A,19,1999,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.88,0,0.88,0.88,0.88,Matches
2333,Pape Souaré\Pape-Souare,sn SEN,DF,Crystal Palace,eng Premier League,28,1990,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2334,Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Lille,fr Ligue 1,26,1992,20,20,1723,0,1,0,0,6,1,0,0.05,0.05,0,0.05,0.5,0.5,0.6,0.03,0.03,0.06,0.03,0.06,Matches
2335,Boubakary Soumaré\Boubakary-Soumare,fr FRA,MF,Lille,fr Ligue 1,19,1999,18,5,564,1,1,0,0,2,0,0.16,0.16,0.32,0.16,0.32,0.9,0.9,0.7,0.15,0.11,0.26,0.15,0.26,Matches
2336,Ça?lar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,eng Premier League,22,1996,6,4,372,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.03,0,0.03,0.03,0.03,Matches
2337,Julián Speroni\Julian-Speroni,ar ARG,GK,Crystal Palace,eng Premier League,39,1979,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2338,Leonardo Spinazzola\Leonardo-Spinazzola,it ITA,DF,Juventus,it Serie A,25,1993,10,6,601,0,1,0,0,0,0,0,0.15,0.15,0,0.15,0.3,0.3,0.4,0.05,0.06,0.11,0.05,0.11,Matches
2339,Nicolás Spolli\Nicolas-Spolli,ar ARG,DF,Genoa,it Serie A,35,1983,7,7,538,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0,0.03,0,0.03,0.03,0.03,Matches
2340,Marco Sportiello\Marco-Sportiello,it ITA,GK,Frosinone,it Serie A,26,1992,35,35,3150,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2341,Mattia Sprocati\Mattia-Sprocati,it ITA,FWMF,Parma,it Serie A,25,1993,16,5,644,1,0,0,0,0,0,0.14,0,0.14,0.14,0.14,0.5,0.5,0.6,0.07,0.08,0.15,0.07,0.15,Matches
2342,Bassem Srarfi\Bassem-Srarfi,tn TUN,FWMF,Nice,fr Ligue 1,21,1997,22,8,817,1,0,0,0,2,0,0.11,0,0.11,0.11,0.11,1.5,1.5,1,0.16,0.11,0.27,0.16,0.27,Matches
2343,Darijo Srna\Darijo-Srna,hr CRO,DF,Cagliari,it Serie A,36,1982,26,24,2087,0,3,0,0,5,1,0,0.13,0.13,0,0.13,0.4,0.4,4,0.02,0.17,0.19,0.02,0.19,Matches
2344,Kostas Stafylidis\Kostas-Stafylidis,gr GRE,DF,Augsburg,de Bundesliga,24,1993,12,11,920,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,1,0.02,0.09,0.12,0.02,0.12,Matches
2345,Benjamin Stambouli\Benjamin-Stambouli,fr FRA,DFMF,Schalke 04,de Bundesliga,27,1990,21,20,1763,0,2,0,0,3,0,0,0.1,0.1,0,0.1,0.2,0.2,0.4,0.01,0.02,0.03,0.01,0.03,Matches
2346,Jozo Stani?\Jozo-Stanic,hr CRO,DF,Augsburg,de Bundesliga,19,1999,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2347,Junior Stanislas\Junior-Stanislas,eng ENG,MFFW,Bournemouth,eng Premier League,28,1989,23,11,1031,2,3,1,1,1,0,0.17,0.26,0.44,0.09,0.35,3.9,3.1,2.1,0.34,0.18,0.52,0.27,0.45,Matches
2348,Niklas Stark\Niklas-Stark,de GER,DF,Hertha BSC,de Bundesliga,23,1995,22,22,1868,1,0,0,0,5,0,0.05,0,0.05,0.05,0.05,0.6,0.6,0.4,0.03,0.02,0.05,0.03,0.05,Matches
2349,Timo Stavitski\Timo-Stavitski,fi FIN,FW,Caen,fr Ligue 1,19,1999,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2350,Renato Steffen\Renato-Steffen,ch SUI,FWDF,Wolfsburg,de Bundesliga,26,1991,31,18,1503,5,1,0,0,4,0,0.3,0.06,0.36,0.3,0.36,3,3,1.7,0.18,0.1,0.28,0.18,0.28,Matches
2351,Marc Stendera\Marc-Stendera,de GER,MF,Eint Frankfurt,de Bundesliga,22,1995,7,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.14,0.14,0,0.14,Matches
2352,Pascal Stenzel\Pascal-Stenzel,de GER,DF,Freiburg,de Bundesliga,22,1996,21,16,1449,0,2,0,0,5,1,0,0.12,0.12,0,0.12,0.9,0.9,1.4,0.06,0.09,0.15,0.06,0.15,Matches
2353,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,eng Premier League,29,1989,30,29,2485,1,1,0,0,6,1,0.04,0.04,0.07,0.04,0.07,0.3,0.3,0.8,0.01,0.03,0.04,0.01,0.04,Matches
2354,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,eng Premier League,24,1994,24,19,1700,1,0,0,0,4,0,0.05,0,0.05,0.05,0.05,0.7,0.7,0.1,0.04,0.01,0.04,0.04,0.04,Matches
2355,Mariusz St?pi?ski\Mariusz-Stepinski,pl POL,FW,Chievo,it Serie A,23,1995,35,27,2476,6,2,0,0,5,0,0.22,0.07,0.29,0.22,0.29,8.2,8.2,1.4,0.3,0.05,0.35,0.3,0.35,Matches
2356,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,eng Premier League,23,1994,34,31,2771,17,9,0,0,3,0,0.55,0.29,0.84,0.55,0.84,13.1,13.1,9.2,0.43,0.3,0.73,0.43,0.73,Matches
2357,Lars Stindl\Lars-Stindl,de GER,FWMF,M'Gladbach,de Bundesliga,29,1988,21,19,1508,3,1,0,0,3,0,0.18,0.06,0.24,0.18,0.24,2.7,2.7,2.9,0.16,0.17,0.34,0.16,0.34,Matches
2358,Kevin Stöger\Kevin-Stoger,at AUT,MF,Düsseldorf,de Bundesliga,24,1993,25,24,2118,1,7,0,0,8,0,0.04,0.3,0.34,0.04,0.34,2,2,6,0.08,0.26,0.34,0.08,0.34,Matches
2359,John Stones\John-Stones,eng ENG,DF,Manchester City,eng Premier League,24,1994,24,20,1764,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.01,0.01,0.02,0.01,0.02,Matches
2360,Thomas Strakosha\Thomas-Strakosha,al ALB,GK,Lazio,it Serie A,23,1995,35,35,3150,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2361,Tobias Strobl\Tobias-Strobl,de GER,MFDF,M'Gladbach,de Bundesliga,28,1990,29,26,2293,0,4,0,0,4,0,0,0.16,0.16,0,0.16,0.8,0.8,1.5,0.03,0.06,0.09,0.03,0.09,Matches
2362,Kevin Strootman\Kevin-Strootman,nl NED,MF,Roma,it Serie A,28,1990,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.07,0.07,0,0.07,Matches
2363,Kevin Strootman\Kevin-Strootman,nl NED,MF,Marseille,fr Ligue 1,28,1990,28,21,1942,1,5,0,0,7,0,0.05,0.23,0.28,0.05,0.28,1.5,1.5,1.3,0.07,0.06,0.13,0.07,0.13,Matches
2364,Jens Stryger Larsen\Jens-Stryger-Larsen,dk DEN,DFMF,Udinese,it Serie A,27,1991,36,36,3234,1,4,0,0,6,0,0.03,0.11,0.14,0.03,0.14,1.6,1.6,1.8,0.05,0.05,0.1,0.05,0.1,Matches
2365,Cristhian Stuani\Cristhian-Stuani,uy URU,FW,Girona,es La Liga,31,1986,32,30,2729,19,0,5,5,9,0,0.63,0,0.63,0.46,0.46,12.3,8.7,1,0.41,0.03,0.44,0.29,0.32,Matches
2366,Leo Štulac\Leo-Stulac,si SVN,MF,Parma,it Serie A,23,1994,26,17,1452,0,2,0,0,3,1,0,0.12,0.12,0,0.12,0.7,0.7,2.1,0.04,0.13,0.17,0.04,0.17,Matches
2367,Stefano Sturaro\Stefano-Sturaro,it ITA,MF,Genoa,it Serie A,25,1993,5,4,213,1,0,0,0,0,1,0.42,0,0.42,0.42,0.42,0.1,0.1,0.2,0.05,0.07,0.12,0.05,0.12,Matches
2368,Daniel Sturridge\Daniel-Sturridge,eng ENG,FWMF,Liverpool,eng Premier League,28,1989,18,4,509,2,1,0,0,1,0,0.35,0.18,0.53,0.35,0.53,1.2,1.2,1.2,0.21,0.21,0.42,0.21,0.42,Matches
2369,Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,es La Liga,30,1988,36,36,3240,0,3,0,0,13,0,0,0.08,0.08,0,0.08,0.5,0.5,4.3,0.02,0.12,0.13,0.02,0.13,Matches
